:START_ID(Forum)|:END_ID(Tag)
68719476773|2925
68719476773|2930
68719476773|2934
68719476773|2942
68719476773|2977
68719476773|3013
68719476773|3018
68719476773|3060
68719476773|3102
68719476773|3105
68719476773|5085
68719476773|5117
68719476773|6409
68719476773|6437
68719476773|6740
68719476773|6938
68719476773|6981
68719476773|7030
68719476773|7380
68719476773|7509
68719476773|7522
68719476773|8294
68719476773|8314
68719476773|10037
68719476773|12002
68719476773|15324
137438953510|138
137438953510|277
137438953510|1421
137438953510|1761
137438953510|1984
137438953510|2080
137438953510|2783
137438953510|2806
137438953510|2817
137438953510|2821
137438953510|2825
137438953510|2831
137438953510|2861
137438953510|2909
137438953510|2936
137438953510|2960
137438953510|2995
137438953510|3061
137438953510|3064
137438953510|3085
137438953510|5147
137438953510|5478
137438953510|5666
137438953510|6367
137438953510|6405
137438953510|6637
137438953510|6664
137438953510|6734
137438953510|7124
137438953510|7518
137438953510|7585
137438953510|7784
137438953510|9709
137438953510|10251
137438953510|10819
137438953510|12694
137438953510|13719
137438953510|15718
206158430247|196
206158430247|779
206158430247|1506
206158430247|1532
206158430247|1681
206158430247|2797
206158430247|3033
206158430247|7582
206158430247|9040
206158430247|10218
618475290664|3033
1030792151081|196
1030792151082|9040
343597383723|1506
618475290668|1506
481036337197|7582
893353197614|9040
1030792151087|7582
412316860464|9040
962072674353|10218
412316860466|2797
549755813939|3033
1030792151092|1506
893353197621|1506
618475290678|9040
1099511627831|2797
412316860472|2797
1099511627833|779
618475290682|1506
274877907003|3033
1099511627836|196
412316860477|10218
1099511627838|7582
549755813951|779
962072674368|9040
206158430273|7582
687194767426|1532
481036337219|779
1030792151108|2797
206158430277|1913
206158430277|2009
206158430277|3043
206158430277|8540
206158430277|11695
274877907014|2009
274877907015|11695
274877907016|2009
274877907017|3043
274877907018|2009
274877907019|11695
274877907020|2009
274877907021|3043
206158430286|2009
274877907023|2009
274877907024|11695
274877907025|8540
274877907026|1913
274877907027|2009
274877907028|1913
274877907029|8540
274877907030|11695
274877907031|3043
274877907032|3043
274877907033|3043
274877907034|2009
274877907035|2009
274877907036|3043
274877907037|2009
274877907038|2009
274877907039|3043
274877907040|8540
274877907041|2009
206158430306|275
549755813987|275
343597383780|275
274877907045|275
824633720934|275
618475290727|275
412316860520|275
824633720937|275
893353197674|275
412316860523|275
1030792151148|275
343597383789|275
343597383790|275
412316860527|275
755914244208|275
687194767473|275
412316860530|275
962072674419|275
549755814004|275
1030792151157|275
824633720950|275
618475290743|275
893353197688|275
962072674425|275
1168231104634|275
481036337275|275
343597383804|275
1099511627901|275
893353197694|275
618475290751|275
274877907072|1524
1030792151169|1524
481036337282|1524
755914244227|1524
274877907076|1524
824633720965|1524
893353197702|1524
1030792151175|1524
755914244232|1524
412316860553|1524
549755814026|1524
274877907083|1524
343597383820|1524
824633720973|1524
687194767502|1524
481036337295|1524
481036337296|1524
687194767505|1524
824633720978|1524
618475290771|1524
274877907092|1524
274877907093|1524
343597383830|1524
962072674455|1524
824633720984|1524
1168231104665|1524
274877907098|1524
687194767515|1524
481036337308|1524
343597383837|142
343597383837|144
343597383837|145
343597383837|147
343597383837|149
343597383837|468
343597383837|565
343597383837|573
343597383837|583
343597383837|594
343597383837|783
343597383837|788
343597383837|795
343597383837|1450
343597383837|1545
343597383837|1759
343597383837|1765
343597383837|1767
343597383837|1769
343597383837|1984
343597383837|1992
343597383837|2044
343597383837|2045
343597383837|5063
343597383837|9141
343597383837|9146
343597383837|9161
343597383837|9163
343597383837|9244
343597383837|9310
343597383837|11557
343597383837|11622
343597383837|11633
343597383837|11687
343597383837|11698
343597383837|11721
343597383838|776
343597383838|795
343597383838|1193
343597383838|1758
343597383838|1994
343597383838|2100
343597383838|2778
343597383838|2779
343597383838|2918
343597383838|2942
343597383838|3042
343597383838|4870
343597383838|5063
343597383838|6153
343597383838|6945
343597383838|7510
343597383838|9580
824633720991|1193
1099511627936|3042
618475290785|2100
755914244258|2100
687194767523|776
1030792151204|6153
687194767525|2918
1099511627942|1758
1030792151207|1758
824633721000|2779
1099511627945|2778
412316860586|6945
962072674475|5063
1099511627948|9580
618475290797|1193
412316860590|7510
1030792151215|776
1099511627952|2779
481036337329|2918
618475290802|1193
824633721011|9580
824633721012|1193
618475290805|1758
687194767542|2918
343597383863|541
343597383864|1005
343597383864|1766
343597383864|2788
343597383864|2889
343597383864|2984
343597383864|3072
343597383864|3086
343597383864|6853
343597383864|10409
412316860601|441
412316860601|1421
412316860601|1990
412316860601|2019
412316860601|2111
412316860601|2804
412316860601|2807
412316860601|2821
412316860601|2852
412316860601|2899
412316860601|5116
412316860601|5152
412316860601|5160
412316860601|6458
412316860601|6704
412316860601|6934
412316860601|7167
412316860601|9851
412316860601|10165
412316860601|10242
412316860601|10394
412316860601|11343
412316860601|13777
412316860601|14659
412316860602|524
412316860602|779
412316860602|1668
412316860602|1677
412316860602|2800
412316860602|2816
412316860602|2839
412316860602|2854
412316860602|2916
412316860602|2920
412316860602|3012
412316860602|3103
412316860602|4845
412316860602|6945
412316860602|7587
412316860602|9174
412316860602|9310
481036337339|196
481036337339|568
481036337339|800
481036337339|1191
481036337339|1204
481036337339|1207
481036337339|1450
481036337339|1616
481036337339|1961
481036337339|1984
481036337339|2033
481036337339|2041
481036337339|2045
481036337339|2059
481036337339|2777
481036337339|2783
481036337339|2807
481036337339|2829
481036337339|2832
481036337339|2877
481036337339|2927
481036337339|2936
481036337339|2975
481036337339|3006
481036337339|3015
481036337339|3026
481036337339|3055
481036337339|3092
481036337339|5141
481036337339|5933
481036337339|6409
481036337339|6740
481036337339|6987
481036337339|9058
481036337339|9063
481036337339|10037
481036337339|11875
481036337339|13821
481036337340|34
481036337340|568
481036337340|780
481036337340|1185
481036337340|1680
481036337340|1984
481036337340|1992
481036337340|2022
481036337340|2046
481036337340|2052
481036337340|2067
481036337340|2783
481036337340|2828
481036337340|2830
481036337340|2903
481036337340|2910
481036337340|2927
481036337340|3016
481036337340|6153
481036337340|6429
481036337340|7005
481036337340|7358
481036337340|7602
481036337340|7814
481036337340|9040
481036337340|9174
481036337340|9299
481036337340|9474
481036337340|10028
481036337340|10431
549755814077|1959
549755814077|2783
549755814077|2909
549755814077|6396
549755814077|7700
549755814078|283
549755814078|1032
549755814078|1153
549755814078|1444
549755814078|2020
549755814078|2034
549755814078|2077
549755814078|2778
549755814078|2783
549755814078|2803
549755814078|2872
549755814078|2884
549755814078|2939
549755814078|3041
549755814078|5085
549755814078|5158
549755814078|5170
549755814078|6954
549755814078|7604
549755814078|11204
549755814079|268
549755814079|778
549755814080|1174
549755814080|1184
549755814080|1545
549755814080|1615
687194767553|1184
1168231104706|1184
824633721027|1184
1099511627972|1545
549755814085|1545
549755814086|1184
687194767559|1615
1168231104712|1545
893353197769|1184
1099511627978|1174
893353197771|1545
893353197772|1615
893353197773|1184
1168231104718|1545
962072674511|1545
687194767568|1615
618475290833|1615
962072674514|1615
893353197779|1184
549755814100|600
549755814100|1762
549755814100|2832
549755814100|2904
549755814100|6439
549755814100|9163
549755814100|9563
549755814100|12272
549755814101|1
755914244310|1
618475290839|1
1099511627992|1
618475290841|1
1099511627994|1
962072674523|1
824633721052|1
755914244317|1
1168231104734|1
962072674527|1
962072674528|1
1099511628001|1
1099511628002|1
893353197795|1
618475290852|1
1099511628005|1
1099511628006|1
618475290855|1
618475290856|235
618475290856|1759
618475290856|3100
618475290856|8829
618475290857|1417
618475290858|1945
755914244331|1945
755914244332|1945
1099511628013|1945
962072674542|1945
687194767599|1945
687194767600|1945
755914244337|1945
824633721074|1945
618475290867|1945
962072674548|1945
618475290869|1945
687194767606|1945
687194767607|1945
755914244344|1945
1168231104761|1945
1099511628026|1945
687194767611|277
687194767611|448
687194767611|1930
687194767611|2045
687194767611|2778
687194767611|2826
687194767611|5095
687194767611|5116
687194767611|5147
687194767611|5364
687194767611|5957
687194767611|7001
687194767611|7088
687194767611|7514
687194767611|7790
687194767611|9012
687194767611|12115
1030792151292|7514
893353197821|5116
824633721086|5147
755914244351|5095
1030792151296|1930
824633721089|5095
893353197826|1930
962072674563|1930
893353197828|7001
1099511628037|5957
755914244358|9012
1168231104775|1930
1030792151304|2826
1168231104777|448
687194767626|138
687194767626|458
687194767626|545
687194767626|561
687194767626|778
687194767626|781
687194767626|790
687194767626|806
687194767626|808
687194767626|973
687194767626|1171
687194767626|1176
687194767626|1547
687194767626|1667
687194767626|1671
687194767626|1672
687194767626|1953
687194767626|1985
687194767626|2001
687194767626|2017
687194767626|2795
687194767626|2797
687194767626|2805
687194767626|3033
687194767626|4847
687194767626|5115
687194767626|5183
687194767626|6400
687194767626|7001
687194767626|7005
687194767626|7509
687194767626|9147
687194767626|9261
687194767627|441
687194767627|779
687194767627|793
687194767627|1175
687194767627|1417
687194767627|1667
687194767627|1909
687194767627|1984
687194767627|1989
687194767627|2023
687194767627|2026
687194767627|2062
687194767627|2065
687194767627|2121
687194767627|2777
687194767627|2783
687194767627|2786
687194767627|2790
687194767627|2816
687194767627|2821
687194767627|2848
687194767627|2867
687194767627|2903
687194767627|2910
687194767627|2930
687194767627|2990
687194767627|2993
687194767627|3050
687194767627|3084
687194767627|4848
687194767627|4849
687194767627|5156
687194767627|5191
687194767627|6363
687194767627|6383
687194767627|6478
687194767627|6974
687194767627|6981
687194767627|8465
687194767627|9319
687194767627|9656
687194767627|10143
687194767627|10449
687194767627|11642
687194767627|12115
687194767627|12202
687194767627|13815
687194767627|14441
1030792151308|2783
893353197837|1667
1099511628046|6478
824633721103|6981
893353197840|2993
824633721105|5191
1030792151314|9656
962072674579|10449
893353197844|2816
755914244373|2903
962072674582|2910
1099511628055|5156
755914244376|6383
962072674585|14441
893353197850|2993
1099511628059|9656
755914244380|2903
824633721117|1733
824633721118|141
824633721118|278
824633721118|591
824633721118|974
824633721118|1025
824633721118|1181
824633721118|1188
824633721118|1189
824633721118|1432
824633721118|1533
824633721118|1670
824633721118|1863
824633721118|1985
824633721118|1986
824633721118|1987
824633721118|1990
824633721118|2021
824633721118|2099
824633721118|2779
824633721118|2812
824633721118|2813
824633721118|2818
824633721118|2826
824633721118|2849
824633721118|2854
824633721118|2886
824633721118|2890
824633721118|2914
824633721118|2919
824633721118|2958
824633721118|2962
824633721118|2983
824633721118|2999
824633721118|3045
824633721118|3047
824633721118|5152
824633721118|5191
824633721118|5625
824633721118|6676
824633721118|6945
824633721118|6969
824633721118|6999
824633721118|7516
824633721118|7524
824633721118|7598
824633721118|7603
824633721118|7880
824633721118|7943
824633721118|9144
824633721118|9163
824633721118|9310
824633721118|9479
824633721118|10066
824633721118|12774
824633721118|13818
893353197855|416
893353197855|587
893353197855|779
893353197855|1444
893353197855|1614
893353197855|1909
893353197855|2784
893353197855|2836
893353197855|2912
893353197855|2944
893353197855|5153
893353197855|6397
893353197855|7570
893353197855|7582
893353197855|9150
893353197855|11531
893353197855|11557
1099511628064|779
893353197857|11557
1030792151330|2836
962072674595|779
1099511628068|2944
1168231104805|6397
1099511628070|2836
1099511628071|2912
1030792151336|0
1030792151336|578
1030792151336|780
1030792151336|795
1030792151336|801
1030792151336|1547
1030792151336|2801
1030792151336|2810
1030792151336|2948
1030792151336|11875
1099511628073|780
1168231104810|0
1099511628075|0
1099511628076|2801
1168231104813|780
1030792151342|528
1030792151342|777
1030792151342|780
1030792151342|1546
1030792151342|2010
1030792151342|2037
1030792151342|2077
1030792151342|2780
1030792151342|2781
1030792151342|2790
1030792151342|2805
1030792151342|2844
1030792151342|2862
1030792151342|2880
1030792151342|2977
1030792151342|3006
1030792151342|3059
1030792151342|5063
1030792151342|5101
1030792151342|5114
1030792151342|6180
1030792151342|9076
1030792151342|12514
1099511628079|2805
1168231104816|5063
1168231104817|2805
1168231104818|777
1030792151347|205
1030792151347|574
1030792151347|2087
1030792151347|5141
1099511628084|2087
1099511628085|205
1030792151350|5141
1168231104823|5141
1168231104824|2087
1099511628089|1410
314|1740
314|1863
314|2055
314|2786
314|2991
314|4849
314|7587
314|15022
315|2783
316|6
316|243
316|296
316|782
316|784
316|794
316|1184
316|2782
316|2803
316|2819
316|2863
316|2982
316|4875
316|5247
316|5285
316|6740
316|8667
316|9170
316|9195
316|10999
317|4
68719477054|139
68719477054|140
68719477054|788
68719477054|1153
68719477054|1170
68719477054|1179
68719477054|1659
68719477054|1984
68719477054|2031
68719477054|2803
68719477054|2833
68719477054|2848
68719477054|2857
68719477054|2900
68719477054|2919
68719477054|2928
68719477054|2930
68719477054|2933
68719477054|2952
68719477054|3047
68719477054|3052
68719477054|3054
68719477054|3057
68719477054|6383
68719477054|6439
68719477054|6940
68719477054|6976
68719477054|7523
68719477054|9150
68719477054|11077
68719477054|12502
68719477054|12663
68719477054|13204
68719477054|13978
68719477054|15382
1168231104831|1170
137438953792|139
206158430529|3054
412316860738|13978
274877907267|3054
68719477060|140
618475290949|2919
481036337478|1984
274877907271|3047
618475290952|11077
412316860745|140
68719477066|2933
1099511628107|1153
274877907276|6439
893353197901|139
824633721166|9150
1099511628111|1659
618475290960|2848
274877907281|12663
412316860754|2928
1030792151379|139
618475290964|15382
687194767701|2900
755914244438|12502
68719477079|3054
137438953816|7523
274877907289|6976
137438953818|2031
618475290971|12663
68719477084|13204
824633721181|3052
893353197918|139
618475290975|3047
343597384032|13978
68719477089|8
68719477089|149
68719477089|785
68719477089|1152
68719477089|1593
68719477089|1615
68719477089|1863
68719477089|1864
68719477089|1908
68719477089|1930
68719477089|1999
68719477089|2042
68719477089|2095
68719477089|2114
68719477089|2778
68719477089|2780
68719477089|2784
68719477089|2817
68719477089|2818
68719477089|2821
68719477089|2952
68719477089|2975
68719477089|2985
68719477089|3019
68719477089|3098
68719477089|5048
68719477089|5609
68719477089|5773
68719477089|6377
68719477089|6850
68719477089|6905
68719477089|7025
68719477089|7031
68719477089|7522
68719477089|7545
68719477089|9063
68719477089|9209
68719477089|10223
68719477089|10426
68719477089|10915
68719477089|11687
68719477089|11698
412316860770|6850
618475290979|6850
412316860772|10915
481036337509|1908
687194767718|2778
687194767719|5609
687194767720|2780
755914244457|10223
274877907306|7522
137438953835|2818
1168231104876|11698
893353197933|3098
687194767726|2778
1099511628143|5609
755914244464|10915
755914244465|6850
549755814258|5773
549755814259|1615
687194767732|10223
893353197941|1999
893353197942|2778
824633721207|6850
274877907320|1999
1168231104889|2952
343597384058|5773
274877907323|2784
549755814268|3098
206158430589|6905
549755814270|2780
962072674687|2975
412316860800|1615
962072674689|3019
824633721218|8
68719477123|470
68719477123|565
68719477123|1646
68719477123|2018
68719477123|2035
68719477123|2073
68719477123|2778
68719477123|2819
68719477123|2857
68719477123|2881
68719477123|2890
68719477123|2929
68719477123|2970
68719477123|3080
68719477123|5063
68719477123|5129
68719477123|5163
68719477123|5242
68719477123|5262
68719477123|6785
68719477123|6989
68719477123|6999
68719477123|7025
68719477123|7325
68719477124|2970
206158430597|2881
893353197958|2035
962072674695|3080
755914244488|6785
481036337545|2018
68719477130|2778
68719477131|5063
68719477132|2778
687194767757|6785
618475291022|565
481036337551|7325
1168231104912|3080
962072674705|2819
1099511628178|470
343597384083|470
549755814292|5262
1099511628181|2035
68719477142|5262
68719477143|5242
481036337560|6785
274877907353|1646
68719477146|565
962072674715|565
618475291036|2929
206158430621|2881
206158430622|470
274877907359|2881
618475291040|2073
137438953889|2970
824633721250|5163
1030792151459|7325
893353197988|6989
1030792151461|6785
137438953894|141
137438953894|143
137438953894|149
137438953894|416
137438953894|448
137438953894|564
137438953894|566
137438953894|590
137438953894|782
137438953894|804
137438953894|1032
137438953894|1152
137438953894|1200
137438953894|1206
137438953894|1769
137438953894|1952
137438953894|1984
137438953894|1989
137438953894|1999
137438953894|2001
137438953894|2050
137438953894|2057
137438953894|2093
137438953894|2779
137438953894|2787
137438953894|2792
137438953894|2808
137438953894|2812
137438953894|2818
137438953894|2828
137438953894|2837
137438953894|2926
137438953894|2958
137438953894|2963
137438953894|3003
137438953894|3004
137438953894|3022
137438953894|3034
137438953894|3045
137438953894|3071
137438953894|3093
137438953894|3095
137438953894|3103
137438953894|5061
137438953894|5085
137438953894|5190
137438953894|5191
137438953894|5614
137438953894|6175
137438953894|6369
137438953894|6409
137438953894|6438
137438953894|6456
137438953894|6959
137438953894|7177
137438953894|7419
137438953894|7511
137438953894|7519
137438953894|7547
137438953894|7570
137438953894|7572
137438953894|8373
137438953894|8842
137438953894|9146
137438953894|9174
137438953894|11144
137438953894|12584
137438953894|12835
618475291047|1952
1099511628200|2837
687194767785|6959
1168231104938|3003
893353197995|7177
618475291052|8842
1030792151469|564
343597384110|3095
962072674735|2057
824633721264|2057
824633721265|2837
481036337586|8842
549755814323|2828
962072674740|11144
962072674741|2812
962072674742|7547
755914244535|7519
755914244536|1032
137438953913|3034
549755814330|448
343597384123|3003
618475291068|564
412316860861|1999
481036337598|416
755914244543|566
1099511628224|141
412316860865|1206
343597384130|6369
481036337603|7511
206158430660|2050
1168231104965|2837
137438953926|6
137438953926|9
137438953926|575
137438953926|578
137438953926|588
137438953926|594
137438953926|774
137438953926|775
137438953926|778
137438953926|781
137438953926|782
137438953926|807
137438953926|1170
137438953926|1175
137438953926|1180
137438953926|1191
137438953926|1193
137438953926|1195
137438953926|1198
137438953926|1206
137438953926|1762
137438953926|1766
137438953926|1909
137438953926|1940
137438953926|1996
137438953926|2031
137438953926|2037
137438953926|2048
137438953926|2065
137438953926|2067
137438953926|2068
137438953926|2070
137438953926|2093
137438953926|2785
137438953926|2793
137438953926|2797
137438953926|2802
137438953926|2813
137438953926|2841
137438953926|2849
137438953926|2872
137438953926|2999
137438953926|5085
137438953926|5158
137438953926|5162
137438953926|6276
137438953926|6358
137438953926|6413
137438953926|6634
137438953926|6945
137438953926|9036
137438953926|9098
137438953926|9244
137438953926|9317
137438953926|9474
137438953926|11250
137438953926|11254
137438953926|11379
137438953926|11628
137438953926|11687
137438953926|13538
1099511628231|9244
824633721288|1996
549755814345|2802
1099511628234|2048
206158430667|11254
618475291084|807
1168231104973|6945
1099511628238|11687
137438953935|2068
137438953936|2037
274877907409|9317
1099511628242|11254
687194767827|6945
687194767828|2048
412316860885|778
618475291094|5162
755914244567|1766
755914244568|778
549755814361|1193
962072674778|1170
549755814363|782
1168231104988|1191
618475291101|2849
755914244574|2797
755914244575|2999
274877907424|2872
687194767841|9036
962072674786|11250
824633721315|807
206158430692|594
412316860901|1193
687194767846|594
206158430695|588
343597384168|1191
755914244585|5162
962072674794|775
206158430699|445
206158430699|2790
206158430699|2840
206158430699|5189
206158430699|6440
206158430699|6704
206158430699|7354
206158430699|9163
962072674796|2840
1030792151533|445
893353198062|5189
687194767855|6704
1168231105008|9163
481036337649|445
893353198066|5189
274877907443|6440
1030792151540|445
893353198069|2790
274877907446|5189
274877907447|445
1030792151544|2840
1099511628281|2840
687194767866|6704
962072674811|445
412316860924|6440
1099511628285|9163
549755814398|2790
412316860927|7354
687194767872|5189
549755814401|9163
1030792151554|2790
1099511628291|6440
1099511628292|7354
1168231105029|7354
1030792151558|2840
824633721351|9163
274877907464|2790
274877907465|7354
206158430730|138
206158430730|144
206158430730|287
206158430730|470
206158430730|581
206158430730|593
206158430730|774
206158430730|777
206158430730|784
206158430730|1029
206158430730|1176
206158430730|1614
206158430730|1616
206158430730|1672
206158430730|1683
206158430730|1909
206158430730|1985
206158430730|2003
206158430730|2017
206158430730|2032
206158430730|2036
206158430730|2038
206158430730|2057
206158430730|2065
206158430730|2786
206158430730|2819
206158430730|2849
206158430730|2872
206158430730|2925
206158430730|3077
206158430730|4848
206158430730|5142
206158430730|6940
206158430730|7509
206158430730|7538
206158430730|7604
206158430730|9319
343597384203|1909
824633721356|2872
824633721357|774
1099511628302|2849
481036337679|7604
824633721360|2065
412316860945|1683
481036337682|1029
755914244627|2065
687194767892|2003
893353198101|5142
274877907478|4848
343597384215|784
687194767896|2819
618475291161|2038
1168231105050|6940
618475291163|2819
1030792151580|2786
274877907485|2017
687194767902|1029
274877907487|4848
549755814432|2819
1099511628321|5142
481036337698|1672
274877907491|1029
1099511628324|470
1030792151589|4848
824633721382|1683
274877907495|138
274877907495|269
274877907495|458
274877907495|544
274877907495|788
274877907495|804
274877907495|978
274877907495|2779
274877907495|2780
274877907495|2797
274877907495|2798
274877907495|2814
274877907495|2819
274877907495|2828
274877907495|2838
274877907495|2937
274877907495|2990
274877907495|3080
274877907495|5115
274877907495|6368
274877907495|6704
274877907495|7005
274877907496|6
274877907496|9
274877907496|138
274877907496|144
274877907496|205
274877907496|573
274877907496|580
274877907496|587
274877907496|588
274877907496|592
274877907496|775
274877907496|782
274877907496|801
274877907496|1171
274877907496|1174
274877907496|1177
274877907496|1183
274877907496|1184
274877907496|1185
274877907496|1190
274877907496|1192
274877907496|1193
274877907496|1194
274877907496|1198
274877907496|1203
274877907496|1545
274877907496|1669
274877907496|1671
274877907496|1672
274877907496|1758
274877907496|1768
274877907496|1984
274877907496|1985
274877907496|1986
274877907496|1987
274877907496|1989
274877907496|2020
274877907496|2070
274877907496|2086
274877907496|2777
274877907496|2779
274877907496|2780
274877907496|2781
274877907496|2784
274877907496|2785
274877907496|2788
274877907496|2797
274877907496|2799
274877907496|2808
274877907496|2811
274877907496|2816
274877907496|2847
274877907496|2884
274877907496|2980
274877907496|2991
274877907496|3006
274877907496|3057
274877907496|6369
274877907496|6385
274877907496|6413
274877907496|6418
274877907496|6940
274877907496|6990
274877907496|6993
274877907496|7014
274877907496|7015
274877907496|7509
274877907496|7545
274877907496|9231
274877907496|9474
274877907496|11258
274877907496|11622
274877907496|11745
274877907496|12224
687194767913|1985
755914244650|1177
1030792151595|1989
1030792151596|573
687194767917|2781
893353198126|1174
893353198127|9
687194767920|1183
481036337713|12224
618475291186|1985
687194767923|9
481036337716|6418
824633721397|1203
412316860982|6418
1099511628343|1985
893353198136|1545
824633721401|6993
481036337722|1768
618475291195|2086
1168231105084|2788
1030792151613|6940
618475291198|1203
893353198143|2788
824633721408|144
893353198145|2799
1099511628354|1177
343597384259|138
343597384260|145
343597384260|287
343597384260|1170
343597384260|1379
343597384260|1759
343597384260|1985
343597384260|2812
343597384260|2824
343597384260|2844
343597384260|2919
343597384260|2957
343597384260|2973
343597384260|2978
343597384260|3053
343597384260|3081
343597384260|5498
343597384260|6429
343597384260|6533
343597384260|6981
343597384260|7380
343597384260|7719
343597384260|8767
343597384260|9174
343597384260|9293
343597384260|10024
343597384260|10028
343597384260|11338
343597384260|12128
343597384260|14171
343597384261|4
343597384261|2837
343597384262|8
343597384262|280
343597384262|296
343597384262|776
343597384262|782
343597384262|1031
343597384262|1176
343597384262|1200
343597384262|1507
343597384262|1684
343597384262|1758
343597384262|1760
343597384262|1987
343597384262|1993
343597384262|2023
343597384262|2030
343597384262|2075
343597384262|2113
343597384262|2781
343597384262|2787
343597384262|2789
343597384262|2790
343597384262|2811
343597384262|2887
343597384262|2909
343597384262|2993
343597384262|5070
343597384262|5085
343597384262|5129
343597384262|5153
343597384262|6354
343597384262|6358
343597384262|6368
343597384262|6438
343597384262|6945
343597384262|7030
343597384262|7603
343597384262|8985
343597384262|9563
343597384262|10222
343597384262|10642
343597384262|11260
343597384262|14846
1168231105095|1758
824633721416|9563
1099511628361|2023
893353198154|2790
343597384267|8985
962072674892|2781
412316861005|2023
549755814478|10222
343597384271|2789
481036337744|776
618475291217|2811
618475291218|1200
687194767955|14846
1030792151636|6945
1099511628373|6438
1030792151638|2023
755914244695|2789
1168231105112|1760
1168231105113|5129
687194767962|2113
687194767963|10222
755914244700|6358
481036337757|2781
1168231105118|776
1168231105119|10222
481036337760|2909
824633721441|2781
687194767970|2811
755914244707|9563
343597384292|6
343597384292|206
343597384292|468
343597384292|470
343597384292|571
343597384292|573
343597384292|575
343597384292|578
343597384292|588
343597384292|781
343597384292|973
343597384292|976
343597384292|1170
343597384292|1171
343597384292|1172
343597384292|1174
343597384292|1178
343597384292|1180
343597384292|1187
343597384292|1195
343597384292|1545
343597384292|1548
343597384292|1771
343597384292|1909
343597384292|1940
343597384292|1984
343597384292|2001
343597384292|2005
343597384292|2017
343597384292|2028
343597384292|2031
343597384292|2034
343597384292|2048
343597384292|2070
343597384292|2123
343597384292|2777
343597384292|2876
343597384292|2880
343597384292|2968
343597384292|3004
343597384292|3066
343597384292|5161
343597384292|5162
343597384292|5174
343597384292|6365
343597384292|6395
343597384292|6413
343597384292|6945
343597384292|9058
343597384292|9063
343597384292|9474
343597384292|11250
343597384292|11254
343597384292|11408
343597384292|11557
343597384292|11628
343597384292|12002
412316861029|294
412316861029|448
412316861029|561
412316861029|568
412316861029|573
412316861029|583
412316861029|790
412316861029|796
412316861029|977
412316861029|1023
412316861029|1170
412316861029|1670
412316861029|1671
412316861029|1749
412316861029|1759
412316861029|1762
412316861029|1940
412316861029|1985
412316861029|2015
412316861029|2016
412316861029|2056
412316861029|2082
412316861029|2784
412316861029|2785
412316861029|2844
412316861029|2849
412316861029|3045
412316861029|5115
412316861029|5117
412316861029|5153
412316861029|5156
412316861029|6990
412316861029|9040
