:START_ID(Person)|:END_ID(Person)
24189255812772|28587302323508
24189255812772|28587302323603
24189255812772|28587302323682
24189255812772|28587302324554
24189255812772|28587302324712
24189255812772|28587302324736
24189255812772|28587302324888
24189255812772|28587302325194
24189255812772|28587302325196
24189255812772|28587302325677
24189255812772|30786325578013
24189255812772|30786325578319
24189255812772|30786325578416
24189255812772|30786325578901
24189255812772|30786325579441
24189255812772|30786325579754
24189255812772|30786325580324
24189255812772|30786325580775
24189255812772|30786325580789
24189255812772|30786325580975
24189255812772|30786325581158
24189255812772|30786325581463
24189255812772|32985348833855
24189255812772|32985348834063
24189255812772|32985348834988
24189255812772|32985348835370
24189255812772|32985348835650
24189255812772|32985348835931
24189255812772|32985348836016
24189255812772|32985348836584
24189255812772|35184372089357
24189255812772|35184372089646
24189255812772|35184372089679
24189255812772|35184372090367
24189255812772|35184372090488
24189255812772|35184372090554
24189255812772|35184372091475
24189255812772|35184372091712
24189255812772|35184372092062
24189255812772|35184372092332
24189255812772|35184372092516
24189255812772|35184372092721
24189255812772|37383395344412
24189255812772|37383395344858
24189255812772|37383395345032
24189255812772|37383395345725
24189255812772|37383395345970
24189255812772|37383395347554
17592186046516|21990232558207
17592186046516|30786325578319
17592186046516|30786325578939
17592186046516|30786325580767
17592186046516|35184372089700
17592186044544|17592186045563
17592186044544|17592186045958
17592186044544|17592186047925
17592186044544|19791209300210
17592186044544|19791209301253
17592186044544|21990232556969
17592186044544|24189255814595
17592186044544|26388279068136
17592186044544|28587302323827
21990232557996|21990232558128
21990232557996|21990232559352
21990232557996|24189255811288
21990232557996|24189255812207
21990232557996|26388279066641
21990232557996|26388279067702
21990232557996|26388279067788
21990232557996|26388279068061
21990232557996|26388279068663
21990232557996|26388279069539
21990232557996|28587302323193
21990232557996|28587302323226
21990232557996|28587302324079
21990232557996|28587302324556
21990232557996|28587302324670
21990232557996|28587302324773
21990232557996|30786325577910
21990232557996|30786325578685
21990232557996|30786325578793
21990232557996|30786325578825
21990232557996|30786325579075
21990232557996|30786325580924
21990232557996|32985348834401
21990232557996|32985348834484
21990232557996|32985348834766
21990232557996|32985348834886
21990232557996|32985348835590
21990232557996|32985348836112
21990232557996|35184372089108
21990232557996|35184372089274
21990232557996|35184372089927
21990232557996|35184372091025
21990232557996|35184372091475
21990232557996|35184372092021
21990232557996|35184372092483
21990232557996|37383395344687
21990232557996|37383395346021
21990232557996|37383395346087
21990232557996|37383395346673
21990232557996|37383395346805
21990232557996|37383395347554
2199023256256|24189255814595
2199023256256|28587302323698
2199023256256|35184372089927
30786325579800|32985348836440
30786325579800|37383395345643
32985348835864|37383395346087
2199023256820|2199023259041
2199023256820|10995116278346
2199023256820|13194139534596
2199023256820|15393162790711
2199023256820|15393162792564
2199023256820|19791209300210
2199023256820|19791209302421
2199023256820|21990232558207
2199023256820|24189255813897
2199023256820|30786325578319
2199023256820|30786325581158
2199023256820|37383395346021
24189255811600|30786325580318
24189255811600|30786325581158
24189255811600|35184372089376
6597069769052|6597069769091
6597069769052|6597069769354
6597069769052|10995116278346
6597069769052|13194139534613
6597069769052|13194139536798
6597069769052|17592186045840
6597069769052|17592186047616
6597069769052|19791209300161
6597069769052|19791209302421
6597069769052|19791209303774
6597069769052|21990232555979
6597069769052|21990232557694
6597069769052|21990232557780
6597069769052|26388279068876
6597069769052|26388279070364
6597069769052|28587302322210
6597069769052|28587302324661
6597069769052|30786325579726
6597069769052|32985348834099
6597069769052|35184372089927
6597069769052|35184372092148
6597069769052|37383395344756
1500|3648
1500|3746
1500|2199023255982
1500|2199023256207
1500|2199023256447
1500|2199023258646
1500|4398046512931
1500|4398046513221
1500|4398046513332
1500|6597069766935
1500|6597069769091
1500|6597069769247
1500|8796093023915
1500|8796093024363
1500|8796093024726
1500|8796093025168
1500|10995116279024
1500|10995116280939
1500|13194139535208
1500|15393162790813
1500|15393162792709
1500|17592186045579
1500|17592186047233
1500|19791209303676
1500|21990232558788
1500|21990232559351
1500|26388279070066
1500|28587302325758
1500|30786325578330
1500|30786325579254
1500|35184372088966
1500|35184372089091
1500|35184372089357
1500|35184372091695
1500|37383395345330
30786325578564|30786325581158
19791209300084|19791209300317
19791209300084|19791209300507
19791209300084|19791209301253
19791209300084|19791209301845
19791209300084|19791209302150
19791209300084|19791209302732
19791209300084|21990232556969
19791209300084|21990232558294
19791209300084|24189255811610
19791209300084|24189255812038
19791209300084|24189255812395
19791209300084|24189255814231
19791209300084|24189255814595
19791209300084|26388279069539
19791209300084|28587302323441
19791209300084|28587302325498
19791209300084|30786325578874
19791209300084|30786325579441
19791209300084|30786325579967
19791209300084|30786325581158
19791209300084|32985348834149
19791209300084|32985348834288
19791209300084|32985348834665
19791209300084|32985348835685
19791209300084|32985348835883
19791209300084|35184372089927
19791209300084|37383395344858
19791209300084|37383395346087
28587302324340|28587302325432
28587302324340|28587302325878
28587302324340|28587302325952
28587302324340|30786325578838
28587302324340|30786325579185
28587302324340|30786325579441
28587302324340|30786325579542
28587302324340|30786325579552
28587302324340|30786325580767
28587302324340|32985348836172
28587302324340|37383395346087
28587302324340|37383395346478
4398046512676|4398046512865
4398046512676|10995116278346
4398046512676|10995116279809
4398046512676|10995116280543
4398046512676|13194139533673
4398046512676|13194139535208
4398046512676|15393162789721
4398046512676|17592186045275
4398046512676|30786325581158
4398046512676|37383395348279
30786325580452|30786325581158
30786325580452|32985348835956
30786325580452|35184372089927
30786325580452|37383395347554
6597069770284|8796093025351
6597069770284|13194139533845
6597069770284|19791209301845
6597069770284|24189255814595
6597069770284|26388279068706
6597069770284|26388279069338
6597069770284|30786325581158
6597069770284|32985348835685
6597069770284|32985348836456
6597069770284|35184372090027
37383395347256|37383395347506
37383395347256|37383395347535
37383395347256|37383395348279
8796093024952|10995116279306
8796093024952|10995116280543
8796093024952|15393162789546
8796093024952|15393162789628
8796093024952|15393162790711
8796093024952|19791209301845
8796093024952|19791209303713
8796093024952|21990232557648
8796093024952|21990232558207
8796093024952|24189255813165
8796093024952|26388279069987
8796093024952|28587302324548
8796093024952|28587302325395
8796093024952|30786325578939
8796093024952|30786325581261
8796093024952|32985348835179
8796093024952|32985348836478
8796093024952|32985348837060
8796093024952|35184372092058
6597069770300|10995116279687
6597069770300|13194139534586
6597069770300|13194139534613
6597069770300|15393162789721
6597069770300|15393162791315
6597069770300|17592186045468
6597069770300|17592186045579
6597069770300|21990232555782
6597069770300|21990232556507
6597069770300|21990232557648
6597069770300|24189255812772
6597069770300|24189255814659
6597069770300|26388279068975
6597069770300|32985348837030
6597069770300|35184372089927
6597069770300|35184372090554
8796093025972|10995116281576
8796093025972|13194139536333
8796093025972|13194139536703
8796093025972|13194139537018
8796093025972|15393162789909
8796093025972|15393162790312
8796093025972|15393162792762
8796093025972|17592186044910
8796093025972|17592186046681
8796093025972|17592186046836
8796093025972|17592186047632
8796093025972|21990232556025
8796093025972|21990232558473
8796093025972|24189255811362
8796093025972|24189255814390
8796093025972|24189255814595
8796093025972|26388279067927
8796093025972|26388279068728
8796093025972|26388279069701
8796093025972|30786325580443
8796093025972|32985348834099
8796093025972|32985348834484
8796093025972|32985348834711
8796093025972|32985348834766
8796093025972|35184372088966
8796093025972|35184372089357
8796093025972|35184372089890
8796093025972|35184372089927
8796093025972|37383395344756
8796093025972|37383395347698
10995116281628|15393162789326
10995116281628|17592186047976
10995116281628|19791209300653
10995116281628|19791209301551
10995116281628|21990232557901
10995116281628|21990232558229
10995116281628|24189255811945
10995116281628|24189255814522
10995116281628|26388279066641
10995116281628|26388279068136
10995116281628|26388279068876
10995116281628|26388279070364
10995116281628|28587302325472
10995116281628|28587302325951
10995116281628|30786325579441
10995116281628|30786325580831
10995116281628|30786325581158
10995116281628|32985348834886
10995116281628|37383395344756
17592186047004|21990232556895
17592186047004|21990232558150
17592186047004|24189255811864
17592186047004|24189255812625
17592186047004|26388279066767
17592186047004|26388279069817
17592186047004|28587302322372
17592186047004|28587302323154
17592186047004|28587302323649
17592186047004|28587302323775
17592186047004|30786325578238
17592186047004|30786325581158
17592186047004|32985348834082
17592186047004|32985348836755
17592186047004|35184372090027
17592186047004|35184372090776
17592186047004|35184372091475
17592186047004|37383395344979
17592186047004|37383395346236
17592186047004|37383395346277
30786325579292|30786325579843
30786325579292|30786325580117
30786325579292|30786325581013
30786325579292|30786325581161
30786325579292|30786325581166
30786325579292|30786325581322
30786325579292|30786325581329
30786325579292|32985348833372
30786325579292|32985348833786
30786325579292|32985348834527
30786325579292|32985348834657
30786325579292|32985348835236
30786325579292|32985348835336
30786325579292|32985348835370
30786325579292|32985348835458
30786325579292|32985348835685
30786325579292|32985348835818
30786325579292|32985348836312
30786325579292|32985348836478
30786325579292|32985348836632
30786325579292|35184372089357
30786325579292|35184372089376
30786325579292|35184372090554
30786325579292|35184372090585
30786325579292|35184372091181
30786325579292|35184372092123
30786325579292|35184372092315
30786325579292|35184372092564
30786325579292|37383395345527
30786325579292|37383395345887
30786325579292|37383395345970
30786325579292|37383395346257
30786325579292|37383395346700
30786325579292|37383395347593
30786325579292|37383395348151
24189255811956|24189255813165
24189255811956|24189255813941
24189255811956|24189255814667
24189255811956|26388279066748
24189255811956|26388279067699
24189255811956|26388279068061
24189255811956|26388279068599
24189255811956|26388279068663
24189255811956|26388279069710
24189255811956|26388279069857
24189255811956|26388279070207
24189255811956|28587302323806
24189255811956|28587302324194
24189255811956|28587302324775
24189255811956|28587302325196
24189255811956|30786325578319
24189255811956|30786325579125
24189255811956|30786325579843
24189255811956|30786325579967
24189255811956|30786325580934
24189255811956|30786325581158
24189255811956|30786325581307
24189255811956|32985348834485
24189255811956|32985348834631
24189255811956|32985348835391
24189255811956|32985348836016
24189255811956|32985348836174
24189255811956|32985348836607
24189255811956|32985348837101
24189255811956|35184372088856
24189255811956|35184372089155
24189255811956|35184372089268
24189255811956|35184372089376
24189255811956|35184372090261
24189255811956|35184372091524
24189255811956|35184372091898
24189255811956|35184372092021
24189255811956|35184372092565
24189255811956|35184372092721
24189255811956|37383395345688
24189255811956|37383395346087
24189255811956|37383395347432
24189255811956|37383395347996
24189255811956|37383395348151
21990232557276|21990232559352
21990232557276|24189255812038
21990232557276|24189255814659
21990232557276|26388279068278
21990232557276|28587302322180
21990232557276|30786325578319
21990232557276|30786325581158
17592186047084|17592186048030
17592186047084|17592186048239
17592186047084|19791209301130
17592186047084|19791209301705
17592186047084|19791209302732
17592186047084|21990232556300
17592186047084|21990232556461
17592186047084|21990232557039
17592186047084|21990232557535
17592186047084|21990232557677
17592186047084|21990232557996
17592186047084|21990232559290
17592186047084|21990232559352
17592186047084|26388279068663
17592186047084|26388279069338
17592186047084|28587302324688
17592186047084|30786325578329
17592186047084|30786325580775
17592186047084|30786325580816
17592186047084|30786325581158
17592186047084|32985348833759
17592186047084|32985348833942
17592186047084|32985348834889
17592186047084|32985348835090
17592186047084|32985348837101
17592186047084|35184372090554
17592186047084|35184372092332
17592186047084|37383395345179
17592186047084|37383395345678
17592186047084|37383395346132
17592186047084|37383395346673
17592186047084|37383395347651
10995116278276|10995116280543
10995116278276|13194139533673
10995116278276|13194139537171
10995116278276|15393162791329
10995116278276|17592186044910
10995116278276|19791209302782
10995116278276|21990232557901
10995116278276|24189255811864
10995116278276|24189255813917
10995116278276|24189255814595
10995116278276|26388279066755
10995116278276|26388279067625
10995116278276|28587302323827
10995116278276|28587302324179
10995116278276|30786325579754
10995116278276|35184372091068
10995116278276|35184372091524
10995116278276|37383395347698
13194139534340|13194139534613
13194139534340|15393162790507
13194139534340|30786325579239
13194139534340|35184372089927
1816|4398046513298
1816|6597069770395
1816|10995116278346
1816|17592186045275
1816|17592186047323
1816|26388279069987
6597069770244|10995116278271
6597069770244|13194139534613
6597069770244|13194139535112
6597069770244|15393162791322
6597069770244|15393162791826
6597069770244|17592186045898
6597069770244|19791209303713
6597069770244|21990232556903
6597069770244|26388279068278
6597069770244|28587302322216
6597069770244|28587302323698
6597069770244|30786325578319
6597069770244|32985348835956
6597069770244|35184372089927
6597069770244|35184372092058
6597069770244|35184372092565
6597069770244|37383395346678
15393162791504|17592186046450
15393162791504|19791209303713
15393162791504|30786325578319
15393162791504|30786325580767
15393162791504|30786325580775
15393162791504|35184372089700
15393162791504|35184372092058
2199023255824|2199023256282
2199023255824|2199023256517
2199023255824|6597069766955
2199023255824|8796093022826
2199023255824|8796093025483
2199023255824|8796093025676
2199023255824|10995116278346
2199023255824|15393162792716
2199023255824|17592186045834
2199023255824|17592186047323
2199023255824|21990232558207
2199023255824|24189255812395
2199023255824|24189255813897
2199023255824|24189255814342
2199023255824|26388279068876
2199023255824|26388279069987
2199023255824|30786325578939
2199023255824|30786325580027
2199023255824|32985348834288
2199023255824|32985348835883
2199023255824|37383395345678
6597069767320|6597069767381
6597069767320|6597069768944
6597069767320|6597069769777
6597069767320|8796093025119
6597069767320|10995116278346
6597069767320|10995116279141
6597069767320|10995116280543
6597069767320|10995116281435
6597069767320|15393162791322
6597069767320|15393162791776
6597069767320|15393162792106
6597069767320|17592186047632
6597069767320|19791209300332
6597069767320|19791209301794
6597069767320|21990232556455
6597069767320|21990232556475
6597069767320|21990232557780
6597069767320|24189255813917
6597069767320|26388279068646
6597069767320|26388279069539
6597069767320|28587302326000
6597069767320|30786325581158
6597069767320|30786325581334
6597069767320|32985348834310
6597069767320|32985348834401
6597069767320|35184372091068
6597069767320|35184372092565
6597069767320|37383395344858
6597069767320|37383395347698
6597069767320|37383395347983
24189255813296|26388279067927
24189255813296|26388279068422
24189255813296|26388279068472
24189255813296|26388279069987
24189255813296|28587302323806
24189255813296|28587302323987
24189255813296|30786325581158
24189255813296|32985348834766
24189255813296|32985348835236
24189255813296|37383395344756
26388279068336|26388279068745
26388279068336|26388279070088
26388279068336|26388279070132
26388279068336|28587302325359
26388279068336|30786325579967
26388279068336|32985348834890
26388279068336|32985348837063
26388279068336|37383395347456
26388279068732|28587302325359
26388279068732|30786325579441
26388279068732|30786325579754
26388279068732|35184372088856
26388279068732|35184372089922
26388279068732|35184372089927
30786325578416|30786325580831
30786325578416|32985348833988
30786325578416|32985348834149
30786325578416|35184372089646
30786325578416|35184372090554
6597069766712|8796093025056
6597069766712|15393162789125
6597069766712|15393162790507
6597069766712|15393162792709
6597069766712|24189255814659
6597069766712|26388279066767
6597069766712|28587302324670
6597069766712|30786325581261
6597069766712|35184372089070
6597069766712|35184372089274
6597069766712|37383395345487
28587302325292|30786325580027
19791209301036|19791209301253
19791209301036|26388279068278
19791209301036|26388279068475
19791209301036|32985348834149
19791209301036|32985348837060
19791209301036|35184372089927
17592186045968|19791209303673
17592186045968|28587302323154
17592186045968|30786325581158
17592186045968|32985348835956
17592186045968|37383395346478
32985348833960|35184372089091
32985348833960|37383395346478
15393162790532|15393162791039
15393162790532|15393162791315
15393162790532|15393162791326
15393162790532|17592186045468
15393162790532|17592186045898
15393162790532|17592186046489
15393162790532|17592186046896
15393162790532|17592186047838
15393162790532|19791209299968
15393162790532|19791209300285
15393162790532|19791209301084
15393162790532|19791209301129
15393162790532|19791209301845
15393162790532|19791209302493
15393162790532|19791209302708
15393162790532|21990232556507
15393162790532|21990232557648
15393162790532|21990232558846
15393162790532|24189255811377
15393162790532|24189255811422
15393162790532|24189255813292
15393162790532|24189255814001
15393162790532|26388279067863
15393162790532|26388279068325
15393162790532|28587302322285
15393162790532|28587302322372
15393162790532|28587302322855
15393162790532|28587302325380
15393162790532|28587302325395
15393162790532|30786325578837
15393162790532|30786325579292
15393162790532|30786325581135
15393162790532|32985348833863
15393162790532|32985348834872
15393162790532|32985348835011
15393162790532|32985348836236
15393162790532|35184372088966
15393162790532|35184372089127
15393162790532|35184372089462
15393162790532|35184372090261
15393162790532|35184372091187
15393162790532|35184372092148
15393162790532|37383395344915
17592186046412|21990232559258
17592186046412|28587302324775
17592186046412|32985348833512
37383395344908|37383395344915
17592186045556|17592186047084
17592186045556|17592186047216
17592186045556|17592186047838
17592186045556|21990232556461
17592186045556|21990232556895
17592186045556|24189255812625
17592186045556|24189255813362
17592186045556|30786325578319
17592186045556|30786325579076
17592186045556|35184372090554
32985348835956|32985348836134
32985348835956|32985348836369
32985348835956|32985348836584
32985348835956|32985348836900
32985348835956|35184372089408
32985348835956|35184372089417
32985348835956|35184372089887
32985348835956|35184372090411
32985348835956|35184372091703
32985348835956|35184372091898
32985348835956|35184372092021
32985348835956|35184372092721
32985348835956|37383395345535
32985348835956|37383395345612
32985348835956|37383395346277
32985348835956|37383395346687
32985348835956|37383395347704
32985348835956|37383395347713
32985348835956|37383395348105
32985348835956|37383395348279
35184372089488|35184372089922
35184372089488|35184372090112
35184372089488|35184372090554
35184372089488|37383395346087
35184372089488|37383395346697
21990232559352|24189255811081
21990232559352|24189255811738
21990232559352|24189255811864
21990232559352|24189255812264
21990232559352|24189255812679
21990232559352|24189255814140
21990232559352|24189255814918
21990232559352|26388279066876
21990232559352|26388279068646
21990232559352|26388279068728
21990232559352|26388279070207
21990232559352|26388279070364
21990232559352|26388279070480
21990232559352|28587302322180
21990232559352|28587302322748
21990232559352|28587302323859
21990232559352|28587302324149
21990232559352|28587302324179
21990232559352|28587302324658
21990232559352|28587302324695
21990232559352|28587302324730
21990232559352|28587302324775
21990232559352|28587302325191
21990232559352|28587302325432
21990232559352|28587302325677
21990232559352|30786325577922
21990232559352|30786325578194
21990232559352|30786325578793
21990232559352|30786325578853
21990232559352|30786325578935
21990232559352|30786325578937
21990232559352|30786325579125
21990232559352|30786325579441
21990232559352|30786325579843
21990232559352|30786325580623
21990232559352|30786325580816
21990232559352|30786325581242
21990232559352|30786325581406
21990232559352|32985348834576
21990232559352|32985348834711
21990232559352|32985348835969
21990232559352|32985348836112
21990232559352|32985348836312
21990232559352|35184372090026
21990232559352|35184372090080
21990232559352|35184372090367
21990232559352|35184372092014
21990232559352|35184372092149
21990232559352|37383395344464
21990232559352|37383395344784
21990232559352|37383395345113
21990232559352|37383395345565
21990232559352|37383395345688
21990232559352|37383395347484
4398046512380|19791209303713
8796093024508|8796093024760
8796093024508|8796093024810
8796093024508|10995116278346
8796093024508|10995116279171
8796093024508|10995116279615
8796093024508|10995116279720
8796093024508|10995116280543
8796093024508|10995116281325
8796093024508|13194139533343
8796093024508|13194139533766
8796093024508|13194139533844
8796093024508|13194139533878
8796093024508|13194139534134
8796093024508|13194139534448
8796093024508|13194139534596
8796093024508|13194139535352
8796093024508|13194139535878
8796093024508|13194139536273
8796093024508|13194139536624
8796093024508|13194139536643
8796093024508|13194139537018
8796093024508|15393162789068
8796093024508|15393162789950
8796093024508|15393162792106
8796093024508|15393162792675
8796093024508|15393162792709
8796093024508|17592186044705
8796093024508|17592186045485
8796093024508|17592186047216
8796093024508|17592186047217
8796093024508|19791209300212
8796093024508|19791209300968
8796093024508|19791209302128
8796093024508|21990232555647
8796093024508|21990232556906
8796093024508|24189255811228
8796093024508|24189255811610
8796093024508|24189255812948
8796093024508|24189255813917
8796093024508|26388279068061
8796093024508|26388279068278
8796093024508|26388279068599
8796093024508|26388279069743
8796093024508|26388279070085
8796093024508|28587302322442
8796093024508|28587302323508
8796093024508|28587302324670
8796093024508|30786325579800
8796093024508|30786325580985
8796093024508|30786325581307
8796093024508|32985348834063
8796093024508|32985348835090
8796093024508|35184372089679
8796093024508|35184372089926
8796093024508|35184372089927
8796093024508|35184372090131
8796093024508|35184372090137
8796093024508|35184372090562
8796093024508|37383395344596
8796093024508|37383395344756
8796093024508|37383395347996
8796093024508|37383395348231
2199023256060|2199023259064
2199023256060|2199023259216
2199023256060|4398046513221
