:START_ID(Forum)|:END_ID(Person)
893353197688|6597069770329
962072674425|6597069770329
1168231104634|6597069770329
481036337275|6597069770329
343597383804|6597069770329
1099511627901|6597069770329
893353197694|6597069770329
618475290751|6597069770329
274877907072|8796093023685
1030792151169|8796093023685
481036337282|8796093023685
755914244227|8796093023685
274877907076|8796093023685
824633720965|8796093023685
893353197702|8796093023685
1030792151175|8796093023685
755914244232|8796093023685
412316860553|8796093023685
549755814026|8796093023685
274877907083|8796093023685
343597383820|8796093023685
824633720973|8796093023685
687194767502|8796093023685
481036337295|8796093023685
481036337296|8796093023685
687194767505|8796093023685
824633720978|8796093023685
618475290771|8796093023685
274877907092|8796093023685
274877907093|8796093023685
343597383830|8796093023685
962072674455|8796093023685
824633720984|8796093023685
1168231104665|8796093023685
274877907098|8796093023685
687194767515|8796093023685
481036337308|8796093023685
343597383837|10995116279141
343597383838|10995116280281
824633720991|10995116280281
1099511627936|10995116280281
618475290785|10995116280281
755914244258|10995116280281
687194767523|10995116280281
1030792151204|10995116280281
687194767525|10995116280281
1099511627942|10995116280281
1030792151207|10995116280281
824633721000|10995116280281
1099511627945|10995116280281
412316860586|10995116280281
962072674475|10995116280281
1099511627948|10995116280281
618475290797|10995116280281
412316860590|10995116280281
1030792151215|10995116280281
1099511627952|10995116280281
481036337329|10995116280281
618475290802|10995116280281
824633721011|10995116280281
824633721012|10995116280281
618475290805|10995116280281
687194767542|10995116280281
343597383863|10995116280431
343597383864|10995116280563
412316860601|13194139537064
412316860602|13194139537067
481036337339|15393162790635
481036337340|15393162791488
549755814077|17592186046449
549755814078|17592186046896
549755814079|17592186047186
549755814080|17592186047414
687194767553|17592186047414
1168231104706|17592186047414
824633721027|17592186047414
1099511627972|17592186047414
549755814085|17592186047414
549755814086|17592186047414
687194767559|17592186047414
1168231104712|17592186047414
893353197769|17592186047414
1099511627978|17592186047414
893353197771|17592186047414
893353197772|17592186047414
893353197773|17592186047414
1168231104718|17592186047414
962072674511|17592186047414
687194767568|17592186047414
618475290833|17592186047414
962072674514|17592186047414
893353197779|17592186047414
549755814100|17592186047976
549755814101|17592186048130
755914244310|17592186048130
618475290839|17592186048130
1099511627992|17592186048130
618475290841|17592186048130
1099511627994|17592186048130
962072674523|17592186048130
824633721052|17592186048130
755914244317|17592186048130
1168231104734|17592186048130
962072674527|17592186048130
962072674528|17592186048130
1099511628001|17592186048130
1099511628002|17592186048130
893353197795|17592186048130
618475290852|17592186048130
1099511628005|17592186048130
1099511628006|17592186048130
618475290855|17592186048130
618475290856|19791209300874
618475290857|19791209302330
618475290858|19791209303746
755914244331|19791209303746
755914244332|19791209303746
1099511628013|19791209303746
962072674542|19791209303746
687194767599|19791209303746
687194767600|19791209303746
755914244337|19791209303746
824633721074|19791209303746
618475290867|19791209303746
962072674548|19791209303746
618475290869|19791209303746
687194767606|19791209303746
687194767607|19791209303746
755914244344|19791209303746
1168231104761|19791209303746
1099511628026|19791209303746
687194767611|21990232555703
1030792151292|21990232555703
893353197821|21990232555703
824633721086|21990232555703
755914244351|21990232555703
1030792151296|21990232555703
824633721089|21990232555703
893353197826|21990232555703
962072674563|21990232555703
893353197828|21990232555703
1099511628037|21990232555703
755914244358|21990232555703
1168231104775|21990232555703
1030792151304|21990232555703
1168231104777|21990232555703
687194767626|21990232557717
687194767627|21990232558297
1030792151308|21990232558297
893353197837|21990232558297
1099511628046|21990232558297
824633721103|21990232558297
893353197840|21990232558297
824633721105|21990232558297
1030792151314|21990232558297
962072674579|21990232558297
893353197844|21990232558297
755914244373|21990232558297
962072674582|21990232558297
1099511628055|21990232558297
755914244376|21990232558297
962072674585|21990232558297
893353197850|21990232558297
1099511628059|21990232558297
755914244380|21990232558297
824633721117|26388279068472
824633721118|26388279068682
893353197855|28587302323350
1099511628064|28587302323350
893353197857|28587302323350
1030792151330|28587302323350
962072674595|28587302323350
1099511628068|28587302323350
1168231104805|28587302323350
1099511628070|28587302323350
1099511628071|28587302323350
1030792151336|32985348833433
1099511628073|32985348833433
1168231104810|32985348833433
1099511628075|32985348833433
1099511628076|32985348833433
1168231104813|32985348833433
1030792151342|32985348834920
1099511628079|32985348834920
1168231104816|32985348834920
1168231104817|32985348834920
1168231104818|32985348834920
1030792151347|32985348836734
1099511628084|32985348836734
1099511628085|32985348836734
1030792151350|32985348836734
1168231104823|32985348836734
1168231104824|32985348836734
1099511628089|35184372092149
314|2433
315|2793
316|2993
317|3648
68719477054|2199023259064
1168231104831|2199023259064
137438953792|2199023259064
206158430529|2199023259064
412316860738|2199023259064
274877907267|2199023259064
68719477060|2199023259064
618475290949|2199023259064
481036337478|2199023259064
274877907271|2199023259064
618475290952|2199023259064
412316860745|2199023259064
68719477066|2199023259064
1099511628107|2199023259064
274877907276|2199023259064
893353197901|2199023259064
824633721166|2199023259064
1099511628111|2199023259064
618475290960|2199023259064
274877907281|2199023259064
412316860754|2199023259064
1030792151379|2199023259064
618475290964|2199023259064
687194767701|2199023259064
755914244438|2199023259064
68719477079|2199023259064
137438953816|2199023259064
274877907289|2199023259064
137438953818|2199023259064
618475290971|2199023259064
68719477084|2199023259064
824633721181|2199023259064
893353197918|2199023259064
618475290975|2199023259064
343597384032|2199023259064
68719477089|2199023259216
412316860770|2199023259216
618475290979|2199023259216
412316860772|2199023259216
481036337509|2199023259216
687194767718|2199023259216
687194767719|2199023259216
687194767720|2199023259216
755914244457|2199023259216
274877907306|2199023259216
137438953835|2199023259216
1168231104876|2199023259216
893353197933|2199023259216
687194767726|2199023259216
1099511628143|2199023259216
755914244464|2199023259216
755914244465|2199023259216
549755814258|2199023259216
549755814259|2199023259216
687194767732|2199023259216
893353197941|2199023259216
893353197942|2199023259216
824633721207|2199023259216
274877907320|2199023259216
1168231104889|2199023259216
343597384058|2199023259216
274877907323|2199023259216
549755814268|2199023259216
206158430589|2199023259216
549755814270|2199023259216
962072674687|2199023259216
412316860800|2199023259216
962072674689|2199023259216
824633721218|2199023259216
68719477123|2199023259424
68719477124|2199023259424
206158430597|2199023259424
893353197958|2199023259424
962072674695|2199023259424
755914244488|2199023259424
481036337545|2199023259424
68719477130|2199023259424
68719477131|2199023259424
68719477132|2199023259424
687194767757|2199023259424
618475291022|2199023259424
481036337551|2199023259424
1168231104912|2199023259424
962072674705|2199023259424
1099511628178|2199023259424
343597384083|2199023259424
549755814292|2199023259424
1099511628181|2199023259424
68719477142|2199023259424
68719477143|2199023259424
481036337560|2199023259424
274877907353|2199023259424
68719477146|2199023259424
962072674715|2199023259424
618475291036|2199023259424
206158430621|2199023259424
206158430622|2199023259424
274877907359|2199023259424
618475291040|2199023259424
137438953889|2199023259424
824633721250|2199023259424
1030792151459|2199023259424
893353197988|2199023259424
1030792151461|2199023259424
137438953894|4398046512439
618475291047|4398046512439
1099511628200|4398046512439
687194767785|4398046512439
1168231104938|4398046512439
893353197995|4398046512439
618475291052|4398046512439
1030792151469|4398046512439
343597384110|4398046512439
962072674735|4398046512439
824633721264|4398046512439
824633721265|4398046512439
481036337586|4398046512439
549755814323|4398046512439
962072674740|4398046512439
962072674741|4398046512439
962072674742|4398046512439
755914244535|4398046512439
755914244536|4398046512439
137438953913|4398046512439
549755814330|4398046512439
343597384123|4398046512439
618475291068|4398046512439
412316860861|4398046512439
481036337598|4398046512439
755914244543|4398046512439
1099511628224|4398046512439
412316860865|4398046512439
343597384130|4398046512439
481036337603|4398046512439
206158430660|4398046512439
1168231104965|4398046512439
137438953926|4398046512680
1099511628231|4398046512680
824633721288|4398046512680
549755814345|4398046512680
1099511628234|4398046512680
206158430667|4398046512680
618475291084|4398046512680
1168231104973|4398046512680
1099511628238|4398046512680
137438953935|4398046512680
137438953936|4398046512680
274877907409|4398046512680
1099511628242|4398046512680
687194767827|4398046512680
687194767828|4398046512680
412316860885|4398046512680
618475291094|4398046512680
755914244567|4398046512680
755914244568|4398046512680
549755814361|4398046512680
962072674778|4398046512680
549755814363|4398046512680
1168231104988|4398046512680
618475291101|4398046512680
755914244574|4398046512680
755914244575|4398046512680
274877907424|4398046512680
687194767841|4398046512680
962072674786|4398046512680
824633721315|4398046512680
206158430692|4398046512680
412316860901|4398046512680
687194767846|4398046512680
206158430695|4398046512680
343597384168|4398046512680
755914244585|4398046512680
962072674794|4398046512680
206158430699|6597069767357
962072674796|6597069767357
1030792151533|6597069767357
893353198062|6597069767357
687194767855|6597069767357
1168231105008|6597069767357
481036337649|6597069767357
893353198066|6597069767357
274877907443|6597069767357
1030792151540|6597069767357
893353198069|6597069767357
274877907446|6597069767357
274877907447|6597069767357
1030792151544|6597069767357
1099511628281|6597069767357
687194767866|6597069767357
962072674811|6597069767357
412316860924|6597069767357
1099511628285|6597069767357
549755814398|6597069767357
412316860927|6597069767357
687194767872|6597069767357
549755814401|6597069767357
1030792151554|6597069767357
1099511628291|6597069767357
1099511628292|6597069767357
1168231105029|6597069767357
1030792151558|6597069767357
824633721351|6597069767357
274877907464|6597069767357
274877907465|6597069767357
206158430730|6597069769108
343597384203|6597069769108
824633721356|6597069769108
824633721357|6597069769108
1099511628302|6597069769108
481036337679|6597069769108
824633721360|6597069769108
412316860945|6597069769108
481036337682|6597069769108
755914244627|6597069769108
687194767892|6597069769108
893353198101|6597069769108
274877907478|6597069769108
343597384215|6597069769108
687194767896|6597069769108
618475291161|6597069769108
1168231105050|6597069769108
618475291163|6597069769108
1030792151580|6597069769108
274877907485|6597069769108
687194767902|6597069769108
274877907487|6597069769108
549755814432|6597069769108
1099511628321|6597069769108
481036337698|6597069769108
274877907491|6597069769108
1099511628324|6597069769108
1030792151589|6597069769108
824633721382|6597069769108
274877907495|8796093024951
274877907496|8796093025043
687194767913|8796093025043
755914244650|8796093025043
1030792151595|8796093025043
1030792151596|8796093025043
687194767917|8796093025043
893353198126|8796093025043
893353198127|8796093025043
687194767920|8796093025043
481036337713|8796093025043
618475291186|8796093025043
687194767923|8796093025043
481036337716|8796093025043
824633721397|8796093025043
412316860982|8796093025043
1099511628343|8796093025043
893353198136|8796093025043
824633721401|8796093025043
481036337722|8796093025043
618475291195|8796093025043
1168231105084|8796093025043
1030792151613|8796093025043
618475291198|8796093025043
893353198143|8796093025043
824633721408|8796093025043
893353198145|8796093025043
1099511628354|8796093025043
343597384259|8796093025043
343597384260|10995116278459
343597384261|10995116279024
343597384262|10995116279989
1168231105095|10995116279989
824633721416|10995116279989
1099511628361|10995116279989
893353198154|10995116279989
343597384267|10995116279989
962072674892|10995116279989
412316861005|10995116279989
549755814478|10995116279989
343597384271|10995116279989
481036337744|10995116279989
618475291217|10995116279989
618475291218|10995116279989
687194767955|10995116279989
1030792151636|10995116279989
1099511628373|10995116279989
1030792151638|10995116279989
755914244695|10995116279989
1168231105112|10995116279989
1168231105113|10995116279989
687194767962|10995116279989
687194767963|10995116279989
755914244700|10995116279989
481036337757|10995116279989
1168231105118|10995116279989
1168231105119|10995116279989
481036337760|10995116279989
824633721441|10995116279989
687194767970|10995116279989
755914244707|10995116279989
343597384292|10995116280906
412316861029|13194139534077
412316861030|13194139535878
412316861031|13194139536273
412316861032|13194139536333
687194767977|13194139536333
1099511628394|13194139536333
549755814507|13194139536333
824633721452|13194139536333
824633721453|13194139536333
1168231105134|13194139536333
893353198191|13194139536333
1099511628400|13194139536333
1030792151665|13194139536333
1168231105138|13194139536333
687194767987|13194139536333
1168231105140|13194139536333
412316861045|13194139536333
549755814518|13194139536333
824633721463|13194139536333
1099511628408|13194139536333
824633721465|13194139536333
1099511628410|13194139536333
618475291259|13194139536333
962072674940|13194139536333
687194767997|13194139536333
893353198206|13194139536333
549755814527|13194139536333
412316861056|13194139536374
412316861057|13194139537008
962072674946|13194139537008
549755814531|13194139537008
755914244740|13194139537008
687194768005|13194139537008
618475291270|13194139537008
549755814535|13194139537008
618475291272|13194139537008
618475291273|13194139537008
1030792151690|13194139537008
549755814539|13194139537008
755914244748|13194139537008
755914244749|13194139537008
618475291278|13194139537008
1168231105167|13194139537008
962072674960|13194139537008
549755814545|13194139537008
618475291282|13194139537008
755914244755|13194139537008
481036337812|13194139537008
824633721493|13194139537008
1030792151702|13194139537008
549755814551|13194139537008
481036337816|15393162790259
1030792151705|15393162790259
549755814554|15393162790259
755914244763|15393162790259
1168231105180|15393162790259
1030792151709|15393162790259
893353198238|15393162790259
1099511628447|15393162790259
824633721504|15393162790259
962072674977|15393162790259
1168231105186|15393162790259
755914244771|15393162790259
893353198244|15393162790259
618475291301|15393162790259
824633721510|15393162790259
824633721511|15393162790259
687194768040|15393162790259
755914244777|15393162790259
1030792151722|15393162790259
549755814571|15393162790259
824633721516|15393162790259
481036337837|15393162790902
618475291310|19791209302904
962072674991|19791209302904
824633721520|19791209302904
1030792151729|19791209302904
1099511628466|19791209302904
1099511628467|19791209302904
1099511628468|19791209302904
618475291317|19791209302904
755914244790|19791209302904
1030792151735|19791209302904
755914244792|19791209302904
755914244793|19791209302904
687194768058|19791209302904
824633721531|19791209302904
824633721532|19791209302904
962072675005|19791209302904
962072675006|19791209302904
824633721535|19791209302904
687194768064|21990232558096
1168231105217|21990232558096
1099511628482|21990232558096
687194768067|21990232558096
1030792151748|21990232558096
962072675013|21990232558096
687194768070|21990232558096
1168231105223|21990232558096
1099511628488|21990232558096
824633721545|21990232558096
1099511628490|21990232558096
687194768075|21990232558096
687194768076|21990232558096
962072675021|21990232558096
1168231105230|21990232558096
824633721551|21990232558096
1168231105232|21990232558096
687194768081|21990232558522
687194768082|21990232558788
755914244819|24189255812353
824633721556|26388279068338
893353198293|26388279068338
893353198294|26388279068338
824633721559|26388279068338
1168231105240|26388279068338
1030792151769|26388279068338
1168231105242|26388279068338
1030792151771|26388279068338
824633721564|26388279068338
1168231105245|26388279068338
893353198302|26388279068338
893353198303|26388279068338
824633721568|26388279068929
893353198305|26388279068929
893353198306|26388279068929
1168231105251|26388279068929
893353198308|26388279068929
1030792151781|26388279068929
1099511628518|26388279068929
1168231105255|26388279068929
824633721576|26388279068929
962072675049|26388279068929
1168231105258|26388279068929
962072675051|26388279068929
893353198316|28587302324320
962072675053|30786325578604
962072675054|30786325579542
1030792151791|32985348833489
1168231105264|32985348833489
1168231105265|32985348833489
1030792151794|32985348833489
1099511628531|32985348833489
1030792151796|32985348835486
1168231105269|32985348835486
1168231105270|32985348835486
1099511628535|32985348835486
1030792151800|32985348835486
1099511628537|32985348835486
1099511628538|35184372088966
1099511628539|35184372092647
1168231105276|35184372092647
1099511628541|35184372092647
1099511628542|35184372092647
1168231105279|37383395344979
768|2276
549755814657|2276
137438954242|2276
1030792151811|2276
1099511628548|2276
773|2276
893353198342|2276
1168231105287|2276
824633721608|2276
893353198345|2276
137438954250|2276
824633721611|2276
549755814668|2276
824633721613|2276
137438954254|2276
1099511628559|2276
549755814672|2276
893353198353|2276
687194768146|2276
274877907731|2276
755914244884|2276
137438954261|2276
274877907734|2276
549755814679|2276
618475291416|2276
893353198361|2276
206158431002|2276
1030792151835|2276
206158431004|2276
824633721629|2276
343597384478|2276
755914244895|2276
549755814688|2276
1168231105313|2276
687194768162|2276
137438954275|4398046511945
137438954276|4398046511945
618475291429|4398046511945
618475291430|4398046511945
137438954279|4398046511945
687194768168|4398046511945
481036337961|4398046511945
343597384490|4398046511945
274877907755|4398046511945
274877907756|4398046511945
549755814701|4398046511945
481036337966|4398046511945
137438954287|4398046511945
206158431024|4398046511945
962072675121|4398046511945
343597384498|4398046511945
1099511628595|4398046511945
206158431028|4398046511945
824633721653|4398046511945
893353198390|4398046511945
1030792151863|4398046511945
343597384504|4398046511945
893353198393|4398046511945
137438954298|4398046511945
412316861243|4398046511945
343597384508|4398046511945
755914244925|4398046511945
481036337982|4398046511945
1168231105343|4398046511945
1099511628608|4398046511945
824633721665|4398046511945
618475291458|4398046511945
137438954307|4398046514272
137438954308|4398046514626
206158431045|6597069767431
274877907782|6597069767431
343597384519|6597069767431
1168231105352|6597069767431
618475291465|6597069767431
343597384522|6597069767431
549755814731|6597069767431
481036337996|6597069767431
618475291469|6597069767431
1168231105358|6597069767431
618475291471|6597069767431
618475291472|6597069767431
618475291473|6597069767431
618475291474|6597069767431
481036338003|6597069767431
755914244948|6597069767431
962072675157|6597069767431
618475291478|6597069767431
1099511628631|6597069767431
1099511628632|6597069767431
1030792151897|6597069767431
1030792151898|6597069767431
755914244955|6597069767431
755914244956|6597069767431
412316861277|6597069767431
343597384542|6597069767431
481036338015|6597069767431
1030792151904|6597069767431
274877907809|6597069767431
481036338018|6597069767431
206158431075|6597069768014
343597384548|10995116279418
343597384549|10995116280533
549755814758|10995116280533
1168231105383|10995116280533
1099511628648|10995116280533
687194768233|10995116280533
1099511628650|10995116280533
1030792151915|10995116280533
1099511628652|10995116280533
549755814765|10995116280533
412316861294|10995116280533
343597384559|10995116280533
687194768240|10995116280533
618475291505|10995116280533
549755814770|10995116280533
962072675187|10995116280533
1168231105396|10995116280533
412316861301|10995116280533
1099511628662|10995116280533
618475291511|10995116280533
343597384568|10995116280533
1030792151929|10995116280533
618475291514|10995116280533
687194768251|10995116280533
687194768252|10995116280533
1099511628669|10995116280533
824633721726|10995116280533
343597384575|10995116281126
1168231105408|10995116281126
549755814785|10995116281126
687194768258|10995116281126
1030792151939|10995116281126
962072675204|10995116281126
687194768261|10995116281126
618475291526|10995116281126
1099511628679|10995116281126
755914245000|10995116281126
343597384585|10995116281126
962072675210|10995116281126
618475291531|10995116281126
893353198476|10995116281126
824633721741|10995116281126
618475291534|10995116281126
687194768271|10995116281126
412316861328|10995116281126
618475291537|10995116281126
824633721746|10995116281126
618475291539|10995116281126
1168231105428|10995116281126
962072675221|10995116281126
549755814806|10995116281126
412316861335|10995116281126
343597384600|10995116281286
549755814809|10995116281286
687194768282|10995116281286
893353198491|10995116281286
1168231105436|10995116281286
618475291549|10995116281286
343597384606|10995116281286
893353198495|10995116281286
1099511628704|10995116281286
755914245025|10995116281286
618475291554|10995116281286
962072675235|10995116281286
1099511628708|10995116281286
687194768293|10995116281286
549755814822|10995116281286
962072675239|10995116281286
755914245032|10995116281286
1030792151977|10995116281286
1168231105450|10995116281286
549755814827|10995116281286
481036338092|10995116281286
481036338093|10995116281286
1168231105454|10995116281286
618475291567|10995116281286
412316861360|10995116281286
412316861361|13194139535237
1099511628722|13194139535237
1030792151987|13194139535237
1099511628724|13194139535237
1099511628725|13194139535237
824633721782|13194139535237
893353198519|13194139535237
824633721784|13194139535237
962072675257|13194139535237
687194768314|13194139535237
1030792151995|13194139535237
481036338108|13194139535237
549755814845|13194139535237
1099511628734|13194139535237
1099511628735|13194139535237
618475291584|13194139535237
618475291585|13194139535237
893353198530|13194139535237
1030792152003|13194139535237
618475291588|13194139535237
893353198533|13194139535237
755914245062|13194139535237
893353198535|13194139535237
755914245064|13194139535237
481036338121|15393162789454
549755814858|15393162789454
1030792152011|15393162789454
1099511628748|15393162789454
481036338125|15393162789454
687194768334|15393162789454
1099511628751|15393162789454
962072675280|15393162789454
687194768337|15393162789454
687194768338|15393162789454
1168231105491|15393162789454
618475291604|15393162789454
893353198549|15393162789454
962072675286|15393162789454
687194768343|15393162789454
1030792152024|15393162789454
962072675289|15393162789454
962072675290|15393162789454
962072675291|15393162789454
962072675292|15393162789454
824633721821|15393162789454
1168231105502|15393162789454
481036338143|15393162791513
549755814880|17592186047587
549755814881|17592186048104
618475291618|19791209303160
618475291619|19791209303312
687194768356|19791209303312
824633721829|19791209303312
755914245094|19791209303312
687194768359|19791209303312
755914245096|19791209303312
755914245097|19791209303312
1099511628778|19791209303312
1168231105515|19791209303312
687194768364|19791209303312
687194768365|19791209303312
687194768366|19791209303312
755914245103|19791209303312
1168231105520|19791209303312
618475291633|19791209303312
618475291634|19791209303312
962072675315|19791209303312
893353198580|19791209303312
687194768373|21990232557716
755914245110|24189255811732
962072675319|24189255811732
755914245112|24189255811732
1168231105529|24189255811732
824633721850|24189255811732
1030792152059|24189255811732
824633721852|24189255811732
1168231105533|24189255811732
1168231105534|24189255811732
1030792152063|24189255811732
824633721856|24189255811732
824633721857|24189255811732
893353198594|24189255811732
1168231105539|24189255811732
755914245124|24189255812486
755914245125|24189255814471
824633721862|26388279066935
1030792152071|26388279066935
1099511628808|26388279066935
1099511628809|26388279066935
893353198602|26388279066935
824633721867|26388279066935
962072675340|26388279066935
1030792152077|26388279066935
893353198606|26388279066935
1168231105551|26388279066935
962072675344|26388279066935
962072675345|26388279066935
893353198610|28587302323047
893353198611|28587302323171
1099511628820|28587302323171
893353198613|28587302323171
1099511628822|28587302323171
893353198615|28587302323171
893353198616|28587302323171
1030792152089|28587302323171
962072675354|28587302323171
962072675355|28587302323171
1168231105564|28587302323171
893353198621|28587302323708
893353198622|28587302323708
1099511628831|28587302323708
893353198624|28587302323708
1099511628833|28587302323708
893353198626|28587302323708
1030792152099|28587302323708
962072675364|28587302323708
1030792152101|28587302323708
893353198630|28587302324554
962072675367|28587302324554
1030792152104|28587302324554
893353198633|28587302324554
1168231105578|28587302324554
1099511628843|28587302324554
893353198636|28587302324554
1168231105581|28587302324554
962072675374|28587302324554
893353198639|28587302324556
893353198640|28587302324907
962072675377|30786325578330
1030792152114|30786325578330
1030792152115|30786325578330
1030792152116|30786325578330
1168231105589|30786325578330
1168231105590|30786325578330
1030792152119|30786325578330
962072675384|30786325578381
962072675385|30786325581135
1030792152122|32985348833372
1168231105595|32985348833372
1099511628860|32985348833372
1030792152125|32985348833372
1030792152126|32985348833372
1099511628863|32985348833372
1030792152128|32985348833697
1030792152129|32985348835650
1099511628866|35184372089070
1168231105603|35184372089070
1099511628868|35184372089070
1099511628869|35184372091241
1094|101
1095|108
962072675400|108
481036338249|108
1168231105610|108
549755814987|108
1099511628876|108
206158431309|108
481036338254|108
412316861519|108
549755814992|108
687194768465|108
893353198674|108
687194768467|108
687194768468|108
549755814997|108
68719477846|108
1030792152151|108
1168231105624|108
137438954585|108
962072675418|108
68719477851|108
549755815004|108
1030792152157|108
481036338270|108
893353198687|108
1168231105632|108
1099511628897|108
137438954594|108
1168231105635|108
618475291748|108
481036338277|108
137438954598|108
481036338279|108
1099511628904|108
893353198697|108
1130|967
137438954603|967
687194768492|967
893353198701|967
962072675438|967
962072675439|967
755914245232|967
893353198705|967
412316861554|967
137438954611|967
137438954612|967
68719477877|967
618475291766|967
1099511628919|967
893353198712|967
137438954617|967
1168231105658|967
893353198715|967
68719477884|967
481036338301|967
1030792152190|967
893353198719|967
962072675456|967
687194768513|967
962072675458|967
549755815043|967
343597384836|967
481036338309|967
1158|967
893353198727|967
1099511628936|967
343597384841|967
206158431370|967
962072675467|967
68719477900|967
412316861581|967
1166|1931
343597384847|1931
687194768528|1931
824633722001|1931
1168231105682|1931
137438954643|1931
137438954644|1931
137438954645|1931
481036338326|1931
1099511628951|1931
618475291800|1931
481036338329|1931
687194768538|1931
893353198747|1931
412316861596|1931
687194768541|1931
687194768542|1931
893353198751|1931
893353198752|1931
481036338337|1931
412316861602|1931
549755815075|1931
618475291812|1931
274877908133|1931
274877908134|1931
687194768551|1931
343597384872|1931
893353198761|1931
481036338346|1931
274877908139|1931
206158431404|1931
68719477933|1931
412316861614|1931
755914245295|1931
962072675504|1931
1168231105713|1931
68719477938|2199023257370
755914245299|2199023257370
343597384884|2199023257370
274877908149|2199023257370
962072675510|2199023257370
755914245303|2199023257370
343597384888|2199023257370
893353198777|2199023257370
962072675514|2199023257370
618475291835|2199023257370
893353198780|2199023257370
824633722045|2199023257370
412316861630|2199023257370
274877908159|2199023257370
618475291840|2199023257370
343597384897|2199023257370
755914245314|2199023257370
68719477955|2199023257370
687194768580|2199023257370
755914245317|2199023257370
1030792152262|2199023257370
824633722055|2199023257370
549755815112|2199023257370
343597384905|2199023257370
1030792152266|2199023257370
962072675531|2199023257370
549755815116|2199023257370
755914245325|2199023257370
1030792152270|2199023257370
755914245327|2199023257370
1030792152272|2199023257370
755914245329|2199023257370
481036338386|2199023257370
137438954707|2199023257370
68719477972|2199023257370
68719477973|2199023257374
343597384918|2199023257374
68719477975|2199023257374
1030792152280|2199023257374
549755815129|2199023257374
343597384922|2199023257374
618475291867|2199023257374
206158431452|2199023257374
412316861661|2199023257374
1030792152286|2199023257374
549755815135|2199023257374
481036338400|2199023257374
962072675553|2199023257374
618475291874|2199023257374
343597384931|2199023257374
687194768612|2199023257374
1030792152293|2199023257374
549755815142|2199023257374
962072675559|2199023257374
687194768616|2199023257374
549755815145|2199023257374
481036338410|2199023257374
412316861675|2199023257374
824633722092|2199023257374
68719477997|2199023257374
549755815150|2199023257374
137438954735|2199023257374
962072675568|2199023257374
1099511629041|2199023257374
68719478002|2199023257374
893353198835|2199023257374
68719478004|2199023257374
274877908213|2199023257374
618475291894|2199023257374
1099511629047|2199023257374
68719478008|2199023257897
343597384953|2199023257897
206158431482|2199023257897
824633722107|2199023257897
687194768636|2199023257897
1099511629053|2199023257897
549755815166|2199023257897
1168231105791|2199023257897
206158431488|2199023257897
893353198849|2199023257897
1030792152322|2199023257897
687194768643|2199023257897
1030792152324|2199023257897
412316861701|2199023257897
1099511629062|2199023257897
412316861703|2199023257897
206158431496|2199023257897
481036338441|2199023257897
962072675594|2199023257897
137438954763|2199023257897
687194768652|2199023257897
893353198861|2199023257897
481036338446|2199023257897
1030792152335|2199023257897
687194768656|2199023257897
343597384977|2199023257897
274877908242|2199023257897
481036338451|2199023257897
343597384980|2199023257897
1099511629077|2199023257897
