:START_ID(Person)|:END_ID(Company)
28587302324556|888
28587302324556|890
28587302324556|891
28587302324556|892
8796093025936|1090
26388279066720|928
26388279066720|916
26388279066720|925
6597069770440|956
37383395347484|484
37383395347484|456
19791209302624|915
8796093024624|1298
8796093024624|1299
6597069768344|1310
15393162792096|1226
15393162792096|1228
30786325581292|961
30786325581292|962
30786325581292|950
21990232556792|210
21990232556792|215
21990232556792|1502
26388279066660|544
26388279066660|550
26388279066660|554
26388279066660|540
37383395345768|758
10995116279364|1357
13194139537148|417
13194139537148|920
13194139537148|936
13194139537148|923
21990232558468|1474
21990232558468|1476
21990232558468|1529
21990232558468|1465
35184372091752|549
35184372091752|552
13194139534256|468
13194139534256|488
13194139534256|447
8796093024480|1057
8796093024480|1049
37383395344720|544
37383395344720|546
37383395344720|547
37383395344720|553
8796093022360|933
8796093022360|927
8796093022360|911
37383395347244|1296
37383395347244|1299
37383395347244|600
19791209301324|1014
19791209301324|1020
28587302324224|584
28587302324224|586
28587302324224|1002
28587302324224|572
28587302324224|559
19791209299968|548
26388279068972|912
26388279068972|931
26388279068972|934
26388279068972|918
2199023257420|544
2199023257420|554
2199023257420|538
2199023257420|541
21990232557780|33
21990232557780|23
21990232557780|28
10995116281212|1568
10995116281212|1567
10995116281316|964
10995116281316|965
10995116281316|955
10995116281316|956
10995116281316|958
21990232558788|1312
21990232558788|1315
21990232558788|1316
21990232558788|1319
32985348835012|1557
32985348835012|1560
32985348835012|1561
10995116279388|680
13194139535884|1541
10995116278264|548
10995116278264|553
10995116278264|543
24189255812516|1088
24189255812516|1042
24189255812516|1101
24189255812516|1069
21990232557060|930
21990232557060|931
21990232557060|927
304|544
304|546
304|554
304|539
304|540
21990232555744|553
21990232555744|539
21990232555744|540
21990232555744|541
32985348833372|1117
32985348833372|1118
2992|758
4398046512432|928
4398046512432|736
4398046512432|913
4398046512432|920
4398046512432|911
35184372090604|1492
35184372090604|1508
35184372090604|1466
35184372090604|1469
35184372090388|593
35184372090388|598
35184372090388|599
35184372090388|590
19791209300132|453
19791209300132|459
19791209300132|443
19791209300132|478
6597069768244|548
6597069768244|549
6597069768244|538
32985348834484|107
32985348834484|108
32985348834484|109
1888|544
1888|547
1888|552
1888|553
1888|543
37383395345032|676
37383395345032|679
37383395345032|669
24189255814448|932
24189255814448|916
24189255814448|935
24189255814448|906
26388279067440|937
2928|923
2928|924
28587302323920|1126
28587302323920|295
28587302323920|185
28587302323920|586
28587302323920|542
4398046513992|1410
4398046513992|1464
4398046513992|1486
17592186045572|225
17592186045572|234
17592186045572|237
456|548
456|551
456|107
456|541
456|542
21990232559400|531
21990232559400|775
21990232559400|250
10995116280016|195
10995116280016|196
4398046511216|544
4398046511216|698
4398046511216|538
4398046511216|542
15393162791892|399
4398046511568|946
8796093022396|454
30786325578952|544
30786325578952|551
30786325578952|553
30786325578952|542
10995116280776|680
10995116280776|665
10995116280776|671
8796093023148|1520
8796093023148|1442
8796093023148|1451
2199023258012|164
2199023258012|151
2199023256768|579
2199023256768|563
2199023256768|569
2199023256768|559
37383395346700|1321
37383395346700|1323
37383395346700|1324
37383395346700|1325
30786325580924|553
26388279067428|1505
26388279067428|1459
26388279067428|1492
26388279067428|1509
26388279067428|1486
2136|897
17592186047216|449
17592186047216|453
15393162788996|399
37383395344776|544
37383395344776|547
37383395344776|539
37383395344776|541
19791209301600|545
19791209301600|554
19791209301600|539
19791209301600|541
8796093023036|135
8796093023036|183
10995116279220|540
4398046513460|1344
4398046513460|1349
13194139535008|906
26388279067788|256
26388279067788|257
26388279067788|260
26388279067788|253
2528|1105
28587302325816|1226
28587302325816|1230
21990232556008|791
6597069768308|1118
32985348835152|1349
32985348835152|1560
32985348835152|1561
32985348834016|758
32985348834016|763
30786325581184|547
26388279070348|1107
30786325577740|296
30786325577740|298
37383395347768|1109
15393162792564|918
30786325579312|544
8796093023028|138
8796093023028|175
15393162791368|521
15393162791368|825
15393162791368|972
15393162791368|941
15393162791368|1327
37383395344596|1360
37383395344596|1382
21990232556516|672
21990232556516|676
21990232556516|664
21990232556516|668
21990232556516|669
32985348834252|1057
32985348836456|887
32985348836456|888
32985348836456|893
32985348836456|895
19791209302148|224
19791209302148|227
19791209302148|244
19791209302148|504
19791209300660|26
19791209300924|939
19791209300924|940
6597069769364|1072
6597069769364|1025
6597069769364|1044
6597069769364|1095
6597069769364|1037
13194139534700|1442
13194139534700|1509
13194139534700|1551
2199023258476|730
2199023258476|733
2199023258476|734
6597069766924|708
6597069766924|693
6597069766924|712
6597069766924|697
6597069766924|700
2199023256844|49
2199023256844|68
2199023256844|46
28587302325556|544
28587302325556|549
28587302325556|543
26388279068000|677
26388279068000|679
26388279068000|664
26388279068000|666
28587302324928|927
8796093023284|1456
8796093023284|1505
8796093023284|1522
4398046512416|919
4398046512416|935
4398046512416|926
4398046514580|208
4398046514580|205
4398046514580|206
4398046514580|207
37383395346616|1571
37383395346616|997
37383395346616|982
13194139534508|1568
10995116278148|550
10995116278148|543
32985348833500|422
32985348833500|426
32985348833500|411
32985348833500|430
4398046514348|544
4398046514348|548
4398046514348|554
35184372090496|1177
35184372090496|1179
35184372090496|1180
30786325579552|912
30786325579552|905
30786325579552|907
30786325579552|924
2199023256396|865
2199023256396|1560
2199023256396|957
30786325578460|903
37383395346240|998
4398046511172|890
4398046511172|892
24189255811664|1321
24189255811664|1322
24189255811664|1323
15393162789704|800
15393162789704|802
15393162789704|805
15393162789704|780
2852|912
2852|915
2852|937
2852|910
2852|926
24189255813040|237
24189255813040|205
21990232556976|1059
21990232556976|1095
13194139534932|544
13194139534932|546
13194139534932|552
13194139534932|540
10995116279720|1282
10995116279720|807
10995116279720|791
10995116279720|808
10995116279720|794
35184372089728|1557
35184372089728|1559
15393162789844|961
15393162789844|953
15393162789844|954
15393162789844|958
13194139535744|1232
13194139535744|1233
13194139535744|1234
4398046513440|329
4398046513440|319
37383395346596|1558
37383395346596|1559
37383395346596|1560
37383395346596|398
21990232558128|923
26388279069340|582
26388279069340|586
26388279069340|559
19791209300256|594
19791209300256|601
19791209300256|590
37383395345908|1061
17592186046180|1001
17592186046180|1002
30786325578912|1216
30786325578912|1186
30786325578912|1206
30786325578912|1210
17592186048104|400
17592186048104|399
30786325578344|896
30786325578344|892
26388279067544|1266
26388279067544|23
26388279067544|24
26388279067544|31
8796093022260|677
8796093022260|665
8796093022260|666
8796093022260|670
4398046512684|914
4398046512684|931
4398046512684|936
32985348837168|1456
32985348837168|1444
32985348837168|38
24189255812912|497
24189255812912|514
24189255812912|507
28587302324888|1542
28587302324888|1543
2199023258372|972
30786325581536|697
30786325581536|714
30786325581536|703
13194139534596|1313
2312|545
2312|551
2312|1230
8796093022468|1557
8796093022468|1558
8796093022468|1560
8796093022468|1561
28587302322276|22
37383395347456|918
37383395347456|926
21990232556584|937
17592186047240|400
17592186047240|399
26388279067400|548
26388279067400|541
28587302322748|677
28587302322748|678
28587302322748|665
28587302322748|682
2199023257860|400
2199023257860|399
32985348834368|1558
760|576
760|566
13194139537208|2
13194139537208|3
13194139537208|4
10995116280120|895
2199023255960|541
35184372090236|865
35184372090488|1321
35184372090488|1322
19791209302156|1107
19791209302156|1102
10995116281304|444
10995116281304|446
2199023258836|976
2199023258836|977
8796093023248|222
8796093023248|399
35184372089428|354
35184372089428|348
35184372089428|350
13194139533372|444
13194139533372|445
6597069769276|1062
6597069769276|1048
6597069769276|1050
4398046513168|1559
2199023259088|1139
2199023259088|492
2199023259088|1135
8796093024208|469
8796093024208|454
8796093024208|486
8796093024208|488
8796093024208|446
2199023257088|150
2199023257088|182
2199023257088|151
2199023257088|171
35184372091072|1475
35184372091072|1527
35184372091072|1450
35184372091072|1452
35184372091072|1503
26388279068728|893
26388279068728|894
15393162789856|857
15393162789856|889
15393162789856|890
15393162789856|894
15393162789856|895
28587302323040|1377
28587302323040|1366
28587302323040|1354
28587302323040|1374
30786325580816|578
30786325580816|559
15393162792192|629
15393162792192|662
15393162792192|632
15393162792192|617
15393162792192|651
30786325578052|199
2199023258788|865
2199023258788|866
3264|545
3264|551
3264|541
3264|543
13194139533832|836
13194139533832|840
13194139533832|841
26388279067324|1569
26388279067324|1570
26388279067324|1571
26388279067324|1572
26388279067324|1573
26388279069884|542
26388279069884|543
2199023258548|470
2199023258548|459
24189255813288|547
24189255813288|552
28587302325472|356
21990232556056|1226
21990232556056|1227
21990232556056|1229
21990232556056|1230
19791209301016|919
19791209301016|937
19791209301016|921
19791209301016|938
6597069769300|1091
6597069769300|1033
6597069769300|1097
6597069769300|1053
10995116278608|452
10995116278608|477
8796093025304|1153
8796093025304|1145
8796093025304|1150
8796093025304|1151
35184372090080|576
35184372090080|561
35184372090080|562
35184372090080|582
10995116279168|10
15393162789248|101
15393162789248|102
15393162789248|104
15393162789248|105
30786325578740|1013
30786325578740|1016
30786325578740|1019
30786325578740|1022
24189255811308|23
24189255811308|24
24189255811308|26
24189255811308|29
21990232556268|199
21990232556268|202
4398046513792|544
4398046513792|551
4398046513792|554
17592186045316|66
2199023258052|918
2199023258052|984
2199023258052|907
2199023258052|925
26388279066748|1002
26388279066876|1172
26388279066876|1159
26388279066876|1146
13194139536124|1
13194139536124|6
2199023258800|432
2199023258800|419
26388279070204|894
35184372092016|689
35184372092016|694
35184372092016|683
32985348836552|803
24189255812264|705
37383395347280|337
37383395347280|344
37383395347280|333
37383395347020|256
37383395347020|258
37383395347020|255
35184372092332|788
35184372090796|547
35184372090796|550
35184372090796|542
4398046512632|552
4398046512632|538
4398046512632|554
8796093024760|1561
32985348834576|891
1904|314
32985348834244|540
15393162790312|1559
15393162790312|1560
15393162790312|1561
10995116280520|1161
15393162792716|544
15393162792716|546
15393162792716|550
15393162792716|999
4398046513304|912
4398046513304|929
4398046513304|910
28587302323272|672
2199023259216|764
2199023259216|767
3152|1557
3152|1558
3152|1559
3152|1561
1892|360
1892|347
1892|348
1892|351
32985348833988|1249
32985348833988|1239
32985348833988|1263
8796093024700|540
8796093024700|541
32985348836112|897
32985348836112|889
32985348836112|892
8796093024156|669
19791209303024|308
19791209303024|329
6597069766956|543
24189255811280|1568
24189255811280|1310
24189255811280|1567
21990232556240|936
32985348835068|1557
32985348835068|1558
15393162790524|602
37383395345244|545
8796093023912|1561
24189255814296|1557
24189255814296|1558
24189255814296|1560
24189255814296|1561
21990232557648|1117
21990232557648|1118
8796093023360|1025
8796093023360|1094
8796093023360|1001
8796093023360|523
8796093023360|1085
24189255811104|785
24189255811104|789
24189255811104|807
24189255811104|792
24189255811104|778
26388279070240|915
26388279070240|932
32985348836900|933
30786325581200|914
30786325581200|919
30786325581200|905
30786325581200|925
26388279069556|930
26388279069556|919
26388279069556|905
26388279069556|925
32985348835360|930
32985348835360|935
32985348835360|922
32985348835360|924
32985348835360|925
24189255812424|547
24189255812424|549
24189255812424|552
24189255812424|553
17592186047976|394
17592186047976|395
17592186047976|398
26388279068136|673
26388279068136|675
26388279068136|676
26388279068136|678
26388279068136|667
10995116278796|675
10995116278796|680
10995116278796|666
10995116278796|1006
10995116278796|670
10995116281328|930
10995116281328|920
10995116281328|937
10995116281328|922
10995116281328|910
8796093024228|1571
8796093024228|729
17592186048128|1383
17592186048128|1385
17592186048128|1388
19791209300752|1378
19791209300752|1379
19791209300752|1365
19791209300752|1382
19791209300752|1385
10995116281576|888
10995116281576|890
13194139536288|723
13194139536288|727
13194139536288|718
37383395344428|1027
37383395344428|1046
37383395344428|815
8796093023600|544
8796093023600|545
8796093023600|547
8796093023600|538
32985348835800|1312
32985348835800|1317
32985348835800|1304
21990232556632|666
108|824
108|825
108|827
21990232558684|931
21990232558684|915
21990232558684|937
8796093025196|933
8796093025196|938
8796093025196|923
1236|930
1236|933
1236|920
1236|937
26388279068472|961
26388279068472|949
26388279068472|953
26388279068472|955
26388279068472|957
4398046511604|1440
4398046511604|1508
4398046511604|1478
4398046511604|1513
4398046511604|605
24189255813124|752
24189255813124|753
24189255813124|754
24189255813124|755
28587302322180|1564
28587302322180|1566
26388279069984|1154
26388279069984|1172
26388279069984|1157
26388279069984|1167
4398046511168|1012
4398046511168|263
4398046511168|285
4398046511168|286
4398046511168|271
13194139535424|196
13194139535424|203
13194139535424|204
15393162791488|930
15393162791488|924
10995116278484|546
10995116278484|554
10995116278484|538
28587302324180|550
28587302324180|543
35184372090712|1015
35184372090712|1017
28587302325768|546
28587302325768|539
28587302325768|540
28587302325768|542
6597069767728|1569
6597069767728|1574
15393162789492|576
15393162789492|581
32985348836632|917
32985348836632|937
32985348836632|924
13194139536852|609
13194139536852|612
13194139536852|613
13194139536852|616
13194139536832|1320
13194139536832|1352
13194139536832|1368
13194139536832|1358
30786325579108|986
30786325579108|988
8796093024108|305
8796093024108|299
8796093024108|301
15393162790116|930
15393162790116|915
15393162790116|920
15393162790116|907
15393162790116|908
13194139537160|964
13194139537160|967
15393162792004|0
15393162792004|1
15393162792004|3
15393162792004|6
2199023255972|913
2199023255972|909
19791209302904|787
19791209302904|804
19791209302904|790
19791209302904|808
15393162791660|1541
15393162791660|1542
15393162791660|1544
13194139536708|931
13194139536708|920
17592186046032|888
17592186046032|889
17592186046032|890
17592186046032|892
17592186046032|895
8796093023008|1045
8796093023008|1066
8796093023008|1035
26388279068876|258
26388279068876|253
26388279068876|254
30786325581004|1227
30786325581004|1228
2616|540
32985348835400|1117
32985348835400|1118
15393162789068|475
15393162789068|461
35184372092404|544
35184372092404|549
35184372092404|553
35184372092404|538
17592186044828|603
17592186044828|604
21990232556956|0
21990232556956|2
21990232556956|5
21990232556956|6
4398046512840|548
30786325579896|1558
30786325579896|1561
10995116280772|912
10995116280772|906
10995116280772|907
4398046514144|819
4398046514144|823
8796093023212|960
8796093023212|966
8796093023212|968
8796093023212|955
8796093023212|959
3788|1558
3788|1560
3788|1561
15393162789344|952
15393162789344|955
6597069767680|548
6597069767680|540
24189255813156|800
24189255813156|789
28587302323236|484
28587302323236|472
13194139535248|538
13194139535248|540
13194139535248|541
8796093023120|1114
8796093023120|124
2199023257544|783
2199023256484|149
2199023256484|165
8796093024044|544
8796093024044|547
8796093024044|553
30786325579760|785
30786325579760|787
30786325579760|789
30786325579760|780
28587302325184|802
28587302325184|791
28587302325184|779
28587302325184|399
28587302325184|799
24189255813056|833
24189255813056|835
24189255813056|828
10995116278972|291
10995116278972|277
10995116278972|281
10995116278972|286
17592186044864|938
26388279069608|929
26388279069608|913
26388279069608|917
26388279069608|907
35184372089376|965
35184372089376|966
35184372089376|952
35184372089376|955
35184372089376|957
4398046511176|997
4398046511176|982
4398046511176|986
4398046511176|987
6597069767240|1064
15393162789628|160
15393162789628|137
15393162789628|155
15393162789628|139
15393162789628|158
26388279068596|1568
26388279068596|422
26388279068596|425
8796093024296|865
4398046511928|125
4398046511928|126
4398046511928|127
136|1057
136|1044
136|1078
32985348835336|1393
32985348835336|1425
32985348835336|1426
8796093022700|864
8796093022700|937
8796093022700|938
8796093022700|908
28587302323492|1363
636|400
636|917
636|935
636|925
636|927
17592186046880|930
17592186046880|932
17592186046880|919
17592186046880|921
2199023258456|124
2199023258456|126
4398046514520|772
4398046514520|773
32985348836832|930
32985348836832|919
32985348836832|909
32985348836832|910
8796093022552|4
8796093022552|1066
8796093022552|428
17592186047368|1090
17592186047368|1043
17592186047368|1028
17592186047368|1029
17592186047368|1046
10995116278616|546
10995116278616|550
10995116278616|552
10995116278616|539
19791209302408|728
19791209302408|1116
19791209302408|1501
19791209302408|654
24189255812444|1569
24189255812444|1574
15393162790776|545
15393162790776|546
15393162790776|539
15393162790776|540
15393162790776|542
8796093025572|1568
8796093025572|1567
35184372092660|931
35184372092660|1124
35184372092660|938
35184372092660|922
35184372092660|907
8796093023168|1031
8796093023168|1081
8796093023168|1037
8796093023168|1102
37383395345728|70
37383395345728|60
28587302325952|929
28587302325952|915
17592186046896|136
24189255812848|3
24189255812848|4
35184372091672|516
35184372091672|492
6597069767264|385
6597069767264|388
17592186047440|389
8796093024340|914
8796093024340|931
8796093024340|938
8796093024340|923
19791209301436|292
19791209301436|294
19791209301436|295
4398046512532|1557
4398046512532|1559
4398046512532|1560
19791209300580|547
24189255814776|1117
24189255814776|1118
2199023256968|297
10995116279736|933
10995116279736|934
10995116279736|923
13194139535704|770
13194139535704|762
8796093025676|1
8796093025676|2
8796093025676|5
8796093025676|6
10995116280244|1001
10995116280244|1002
19791209302732|582
19791209302732|586
19791209302732|588
19791209302732|559
37383395345612|368
37383395345612|359
37383395345612|365
37383395345612|351
2199023257188|930
2199023257188|919
2199023257188|937
2199023257188|908
32985348833512|656
32985348833512|641
32985348833512|657
32985348833512|623
13194139533844|482
13194139533844|468
13194139533844|457
13194139533844|447
6597069768944|1
6597069768944|2
6597069768944|809
6597069770416|758
6597069770416|918
6597069770416|925
6597069770416|909
2199023255640|915
2199023255640|934
2199023255640|920
2199023255640|907
10995116279280|261
10995116279280|280
10995116279280|267
10995116279280|268
24189255814864|259
24189255814864|934
24189255814864|905
30786325581216|551
24189255812932|944
32985348836252|1445
35184372091412|1329
35184372091412|1346
35184372091412|1332
35184372091412|1350
28587302323516|178
28587302323516|168
28587302323516|143
21990232558016|889
17592186045160|33
17592186045160|22
17592186045160|24
17592186045160|26
32985348836584|956
26388279069948|66
4398046513980|296
4398046513980|297
4398046513980|298
30786325580412|163
30786325580412|164
30786325580412|137
30786325580412|139
37383395346304|292
37383395346304|293
24189255814492|1084
15393162792704|532
15393162792704|533
15393162792704|536
32985348834752|538
32985348834752|541
37383395345152|314
19791209303676|1557
19791209303676|1560
2276|140
2276|174
26388279067668|799
26388279067668|783
17592186048000|270
17592186048000|1375
30786325578044|1561
15393162791432|232
15393162791432|234
15393162791432|237
21990232556760|768
21990232556760|770
21990232556760|762
19791209300696|540
30786325578240|912
30786325578240|928
30786325578240|938
30786325578240|925
30786325578240|911
1452|912
1452|935
1452|905
1452|908
35184372091960|38
35184372091960|41
35184372091960|63
32985348835236|178
32985348835236|148
32985348835236|140
32985348837060|547
32985348837060|549
32985348837060|538
19791209302948|928
19791209302948|914
19791209302948|938
19791209302948|908
37383395344464|889
37383395344464|895
13194139536364|1552
13194139536364|1539
13194139536364|381
13194139536364|1550
2028|759
35184372091068|1154
35184372091068|1170
35184372091068|1173
35184372091068|1150
35184372091068|1167
24189255814868|545
24189255814868|548
24189255814868|540
24189255814868|541
37383395346480|1293
37383395346480|1295
28587302325380|1002
2199023258248|66
2199023258248|52
2199023258248|55
2199023258248|76
1864|1186
1864|1206
1864|1194
1864|1213
1864|1182
21990232559128|291
21990232559128|262
21990232559128|278
21990232559128|271
6597069766984|1320
6597069766984|1322
6597069766984|1324
10995116281160|453
10995116281160|822
10995116281160|471
10995116281160|458
10995116281160|476
6597069768948|1104
6597069768948|1091
6597069768948|1032
6597069768948|1085
6597069768948|1055
21990232558296|552
3648|544
3648|548
3648|552
2628|1442
2628|1446
2628|1451
2628|1534
28587302323196|545
28587302323196|543
17592186046972|919
17592186046972|921
32985348834872|568
32985348834872|574
28587302323708|181
35184372090660|999
35184372090660|332
8796093023528|301
16|978
16|972
15393162792464|1039
15393162791232|272
15393162791232|261
15393162791232|283
15393162791232|271
6597069766976|1440
6597069766976|1458
6597069766976|1479
6597069766976|1531
6597069766976|1453
6597069769512|897
6597069769512|891
6597069769512|893
21990232556820|919
21990232556820|936
21990232556820|910
21990232556820|927
17592186046012|909
17592186046012|911
35184372091712|1266
35184372091712|1238
35184372091712|1242
35184372091712|1247
24189255812756|541
19791209301052|929
37383395347432|1001
380|1365
380|1385
17592186045592|624
17592186045592|663
17592186045592|621
10995116280700|1558
10995116280700|1561
8796093024636|912
8796093024636|914
8796093024636|932
24189255811732|1297
24189255811732|1298
24189255811732|1302
19791209302456|355
19791209302456|775
30786325579496|786
28587302322372|532
28587302322372|533
17592186044748|912
17592186044748|913
17592186044748|930
17592186044748|908
17592186044748|926
15393162789172|471
15393162789172|477
17592186046924|112
17592186046924|113
17592186046924|111
24189255813988|758
10995116280552|214
17592186046608|455
17592186046608|476
17592186046608|446
2900|586
2900|588
2900|573
13194139536624|1013
13194139536624|1015
13194139536624|1017
13194139536624|1019
13194139536624|1021
2199023256304|117
2199023256304|110
2199023256304|111
4398046513332|1558
2199023258520|961
2199023258520|952
2199023258520|957
30786325580032|467
30786325580032|468
30786325580032|484
30786325580032|487
26388279069032|433
26388279069032|430
26388279069032|431
24189255812560|540
37383395346236|296
37383395346236|298
30786325578744|362
30786325578744|347
24189255814724|547
24189255814724|255
24189255811220|923
24189255811220|907
24189255811220|927
6597069769172|532
6597069769172|933
6597069769172|934
6597069769172|906
6597069769172|910
17592186045016|464
32985348836440|1320
32985348836440|1322
32985348836440|1323
10995116278476|903
10995116278476|904
21990232557144|970
19791209300436|1314
19791209300436|1304
19791209300436|1306
19791209300436|1308
19791209300436|1311
356|458
356|445
356|479
28587302324320|913
28587302324320|931
28587302324320|916
28587302324320|920
28587302324320|905
6597069769104|1200
6597069769104|1188
6597069769104|1205
6597069769104|1209
6597069769104|1183
19791209301800|916
19791209301800|926
19791209301800|911
32985348834920|547
32985348834920|538
32985348834920|543
2199023256404|708
2199023256404|710
2199023256404|701
26388279067516|546
26388279067516|551
26388279067516|552
10995116278300|917
10995116278300|918
10995116278300|921
26388279070132|913
26388279070132|937
26388279070132|905
17592186047616|830
4398046513032|452
4398046513032|453
4398046513032|457
4398046513032|460
8796093023688|473
8796093023688|461
8796093023688|446
8796093023688|1567
8796093024988|106
4398046511444|545
4398046511444|547
4398046511444|1571
4398046511444|549
4398046511444|538
4398046513092|548
4398046513092|553
4398046513092|540
4398046513092|543
26388279068384|890
1644|216
17592186045676|1156
17592186045676|1142
17592186045676|1148
30786325580012|896
30786325580012|897
30786325580012|889
30786325580012|895
26388279067180|912
26388279067180|929
26388279067180|938
26388279067180|926
26388279067180|1566
2199023256176|553
2199023256176|539
6597069769108|598
13194139534228|892
13194139534228|895
24189255811364|4
24189255811364|5
1612|547
1612|550
1612|554
19791209302344|759
19791209302344|764
6597069768376|1058
6597069768376|1097
6597069768376|1098
6597069768376|1038
1476|971
1476|972
1476|974
4398046511556|934
4398046511556|920
4398046511556|937
4398046511556|907
19791209302912|928
19791209302912|913
19791209302912|916
19791209302912|918
19791209302912|906
632|914
632|934
632|907
632|924
32985348835620|917
32985348835620|934
32985348835620|920
32985348835620|908
19791209301984|949
19791209301984|966
19791209301984|950
19791209301984|955
30786325580400|1557
4398046512672|735
4398046512672|1439
30786325580328|560
30786325580328|577
35184372090196|795
35184372090196|783
32985348835464|546
32985348835464|547
32985348835464|549
6597069769124|454
30786325578604|499
30786325578604|503
30786325578604|491
30786325578604|492
30786325578604|1118
17592186045840|946
17592186045840|941
4398046513508|675
4398046513508|679
4398046513508|681
17592186046836|887
17592186046836|888
17592186046836|890
17592186046836|895
19791209300344|552
19791209300344|553
19791209300344|554
19791209300344|538
19791209300344|543
37383395347740|776
37383395347740|1386
37383395347740|554
37383395347740|540
4398046512516|544
4398046512516|552
15393162792440|540
15393162792440|541
17592186047460|978
17592186047460|981
28587302326000|209
28587302326000|1297
28587302326000|1299
28587302326000|1300
21990232555760|897
21990232555760|889
2199023259324|768
2199023259324|760
2199023259324|765
2199023259324|766
28587302322964|1557
28587302322964|1559
28587302322964|1560
