:START_ID(Person)|:END_ID(Tag)
15393162792196|3005
15393162792196|5158
15393162792196|6365
15393162792196|6413
15393162792196|6945
15393162792196|6962
15393162792196|7526
15393162792196|9170
15393162792196|9177
15393162792196|9479
15393162792196|11408
15393162792196|11537
15393162792196|11622
15393162792196|11695
15393162792196|11742
15393162792196|12002
37383395346664|6
37383395346664|1995
35184372089700|2
35184372089700|471
35184372089700|808
35184372089700|1021
35184372089700|1764
35184372089700|1988
35184372089700|2009
35184372089700|2021
35184372089700|2788
35184372089700|2792
35184372089700|2826
35184372089700|2861
35184372089700|2995
35184372089700|3020
35184372089700|3066
35184372089700|5162
35184372089700|7138
35184372089700|7380
35184372089700|7517
35184372089700|7545
35184372089700|14982
26388279067812|244
26388279067812|798
26388279067812|1154
26388279067812|2021
26388279067812|2784
26388279067812|2966
26388279067812|3090
26388279067812|6224
26388279067812|7545
26388279067812|12996
13194139533512|0
13194139533512|2924
13194139533512|6813
13194139533512|12273
24189255814820|6
24189255814820|1910
24189255814820|2059
24189255814820|2786
24189255814820|6945
24189255814820|7514
30786325577956|294
30786325577956|1554
30786325577956|2004
30786325577956|2068
30786325577956|2121
30786325577956|2778
30786325577956|2797
30786325577956|2848
30786325577956|3014
30786325577956|7598
37383395344756|1733
37383395344756|2985
2199023256528|0
2199023256528|1451
2199023256528|2799
2199023256528|2839
21990232558604|139
21990232558604|468
21990232558604|777
21990232558604|778
21990232558604|781
21990232558604|782
21990232558604|806
21990232558604|977
21990232558604|1024
21990232558604|1180
21990232558604|1187
21990232558604|1375
21990232558604|1403
21990232558604|1545
21990232558604|1749
21990232558604|1910
21990232558604|1990
21990232558604|1995
21990232558604|2016
21990232558604|2039
21990232558604|2041
21990232558604|2072
21990232558604|2075
21990232558604|2077
21990232558604|2779
21990232558604|2785
21990232558604|2816
21990232558604|2872
21990232558604|2884
21990232558604|2889
21990232558604|2892
21990232558604|2939
21990232558604|3044
21990232558604|3070
21990232558604|3088
21990232558604|4847
21990232558604|5085
21990232558604|5189
21990232558604|6400
21990232558604|6409
21990232558604|6413
21990232558604|7572
21990232558604|9299
21990232558604|9329
28587302322764|1732
24189255814732|6
24189255814732|61
24189255814732|144
24189255814732|588
24189255814732|775
24189255814732|777
24189255814732|1174
24189255814732|1177
24189255814732|1180
24189255814732|1183
24189255814732|1187
24189255814732|1193
24189255814732|1403
24189255814732|1532
24189255814732|1533
24189255814732|1545
24189255814732|1548
24189255814732|1614
24189255814732|1669
24189255814732|1670
24189255814732|1759
24189255814732|1909
24189255814732|1941
24189255814732|1987
24189255814732|1991
24189255814732|2003
24189255814732|2015
24189255814732|2055
24189255814732|2777
24189255814732|2778
24189255814732|2784
24189255814732|2787
24189255814732|2792
24189255814732|2803
24189255814732|2805
24189255814732|2814
24189255814732|2816
24189255814732|2828
24189255814732|2847
24189255814732|2863
24189255814732|2869
24189255814732|2884
24189255814732|2891
24189255814732|2898
24189255814732|2907
24189255814732|3010
24189255814732|3029
24189255814732|5085
24189255814732|5119
24189255814732|5142
24189255814732|5147
24189255814732|6368
24189255814732|6413
24189255814732|6438
24189255814732|7526
24189255814732|9076
24189255814732|9093
24189255814732|9144
24189255814732|11379
24189255814732|12295
24189255814732|13856
8796093025168|285
8796093025168|1862
28587302323508|283
28587302323508|441
28587302323508|468
28587302323508|584
28587302323508|778
28587302323508|973
28587302323508|1179
28587302323508|1183
28587302323508|1504
28587302323508|1667
28587302323508|1989
28587302323508|2026
28587302323508|2777
28587302323508|2987
28587302323508|4845
28587302323508|5159
28587302323508|5795
28587302323508|8745
28587302323508|9076
28587302323508|15275
140|573
140|780
140|973
140|1505
140|1644
140|1909
140|1988
140|2017
140|2038
140|2056
140|2788
140|2893
140|2894
140|2899
140|2924
140|3087
140|4845
140|5170
140|6431
140|6981
140|7005
140|7582
140|9231
2199023256204|143
2199023256204|978
2199023256204|1862
2199023256204|1909
2199023256204|2859
2199023256204|2878
2199023256204|6945
2199023256204|9163
2199023256204|9216
2199023256204|9310
37383395346188|1762
37383395346188|6438
37383395346188|11247
13194139535464|4844
19791209300644|146
19791209300644|193
19791209300644|205
19791209300644|288
19791209300644|470
19791209300644|570
19791209300644|576
19791209300644|790
19791209300644|1177
19791209300644|1197
19791209300644|1615
19791209300644|1764
19791209300644|1768
19791209300644|1863
19791209300644|1994
19791209300644|1998
19791209300644|2022
19791209300644|2023
19791209300644|2065
19791209300644|2777
19791209300644|2787
19791209300644|2788
19791209300644|2789
19791209300644|2796
19791209300644|2822
19791209300644|2860
19791209300644|2938
19791209300644|2943
19791209300644|2994
19791209300644|3021
19791209300644|3028
19791209300644|3062
19791209300644|3081
19791209300644|5198
19791209300644|5418
19791209300644|6368
19791209300644|6385
19791209300644|6413
19791209300644|6711
19791209300644|6954
19791209300644|9241
19791209300644|10028
19791209300644|10449
19791209300644|11375
19791209300644|12660
24189255812772|6
24189255812772|145
24189255812772|565
24189255812772|569
24189255812772|586
24189255812772|798
24189255812772|978
24189255812772|1164
24189255812772|1176
24189255812772|1177
24189255812772|1179
24189255812772|1180
24189255812772|1183
24189255812772|1185
24189255812772|1189
24189255812772|1201
24189255812772|1617
24189255812772|1669
24189255812772|1762
24189255812772|1940
24189255812772|1984
24189255812772|2119
24189255812772|2781
24189255812772|2786
24189255812772|2827
24189255812772|2853
24189255812772|2876
24189255812772|2914
24189255812772|2916
24189255812772|2955
24189255812772|2973
24189255812772|2977
24189255812772|3003
24189255812772|3099
24189255812772|5108
24189255812772|6404
24189255812772|6413
24189255812772|6418
24189255812772|6945
24189255812772|7015
24189255812772|7582
24189255812772|7587
24189255812772|8894
24189255812772|9036
24189255812772|9098
24189255812772|9474
24189255812772|11379
24189255812772|11406
24189255812772|11541
24189255812772|11557
24189255812772|11625
24189255812772|11695
24189255812772|11742
24189255812772|11745
24189255812772|14232
17592186046516|6
17592186044544|0
17592186044544|2857
21990232557996|58
21990232557996|140
2199023256256|138
2199023256256|590
2199023256256|594
2199023256256|1021
2199023256256|1615
2199023256256|1749
2199023256256|2036
2199023256256|2093
2199023256256|2782
2199023256256|2879
2199023256256|3045
2199023256256|3052
2199023256256|5106
2199023256256|12986
2199023256256|13584
2199023256256|13976
30786325579800|282
30786325579800|1410
30786325579800|1985
32985348835864|244
32985348835864|523
32985348835864|571
32985348835864|579
32985348835864|580
32985348835864|1023
32985348835864|1154
32985348835864|1183
32985348835864|1505
32985348835864|1675
32985348835864|1863
32985348835864|1910
32985348835864|2004
32985348835864|2032
32985348835864|2047
32985348835864|2057
32985348835864|2066
32985348835864|2777
32985348835864|2780
32985348835864|2784
32985348835864|2797
32985348835864|2800
32985348835864|2816
32985348835864|2859
32985348835864|2873
32985348835864|2881
32985348835864|2912
32985348835864|2924
32985348835864|2970
32985348835864|2976
32985348835864|2979
32985348835864|3026
32985348835864|3045
32985348835864|3052
32985348835864|3062
32985348835864|3064
32985348835864|3093
32985348835864|5183
32985348835864|5829
32985348835864|6312
32985348835864|6637
32985348835864|6999
32985348835864|7031
32985348835864|7380
32985348835864|7984
32985348835864|9058
32985348835864|9141
32985348835864|9144
32985348835864|9486
32985348835864|9844
32985348835864|11531
32985348835864|11541
32985348835864|12409
32985348835864|13334
24189255814708|1173
24189255814708|1408
24189255814708|2023
24189255814708|11695
2199023256820|6
2199023256820|138
2199023256820|588
2199023256820|778
2199023256820|781
2199023256820|797
2199023256820|808
2199023256820|973
2199023256820|1024
2199023256820|1026
2199023256820|1172
2199023256820|1173
2199023256820|1180
2199023256820|1184
2199023256820|1185
2199023256820|1201
2199023256820|1759
2199023256820|1762
2199023256820|1995
2199023256820|2001
2199023256820|2003
2199023256820|2017
2199023256820|2034
2199023256820|2048
2199023256820|2059
2199023256820|2076
2199023256820|2078
2199023256820|2092
2199023256820|2792
2199023256820|2837
2199023256820|2862
2199023256820|2992
2199023256820|3035
2199023256820|5085
2199023256820|5118
2199023256820|5176
2199023256820|6368
2199023256820|6413
2199023256820|6945
2199023256820|9058
2199023256820|9063
2199023256820|11254
2199023256820|11375
2199023256820|11622
2199023256820|11625
2199023256820|11628
2199023256820|11695
2199023256820|11742
24189255811600|145
24189255811600|524
24189255811600|564
24189255811600|579
24189255811600|792
24189255811600|1024
24189255811600|1154
24189255811600|1180
24189255811600|1758
24189255811600|1765
24189255811600|1908
24189255811600|1988
24189255811600|1994
24189255811600|2009
24189255811600|2027
24189255811600|2105
24189255811600|2122
24189255811600|2781
24189255811600|2784
24189255811600|2785
24189255811600|2803
24189255811600|2813
24189255811600|2927
24189255811600|2945
24189255811600|2960
24189255811600|2973
24189255811600|3047
24189255811600|3064
24189255811600|5117
24189255811600|6163
24189255811600|7001
24189255811600|7300
24189255811600|7524
24189255811600|9174
24189255811600|9238
24189255811600|11622
24189255811600|12296
21990232556232|8
21990232556232|138
21990232556232|285
21990232556232|299
21990232556232|574
21990232556232|587
21990232556232|775
21990232556232|778
21990232556232|807
21990232556232|1173
21990232556232|1197
21990232556232|1764
21990232556232|1929
21990232556232|1985
21990232556232|1987
21990232556232|2031
21990232556232|2806
21990232556232|2816
21990232556232|2853
21990232556232|2861
21990232556232|2873
21990232556232|2940
21990232556232|2942
21990232556232|2967
21990232556232|2968
21990232556232|2973
21990232556232|3018
21990232556232|6400
21990232556232|6491
21990232556232|6938
21990232556232|7031
21990232556232|9058
21990232556232|9095
21990232556232|9299
21990232556232|13818
21990232556232|15322
6597069769052|138
6597069769052|206
6597069769052|277
6597069769052|282
6597069769052|569
6597069769052|593
6597069769052|595
6597069769052|973
6597069769052|976
6597069769052|1667
6597069769052|1671
6597069769052|1756
6597069769052|1985
6597069769052|2053
6597069769052|2096
6597069769052|2777
6597069769052|2781
6597069769052|2826
6597069769052|2841
6597069769052|2846
6597069769052|2868
6597069769052|2869
6597069769052|2870
6597069769052|2883
6597069769052|2885
6597069769052|2904
6597069769052|2916
6597069769052|3020
6597069769052|3076
6597069769052|4847
6597069769052|5184
6597069769052|5250
6597069769052|6400
6597069769052|6990
6597069769052|7210
6597069769052|7380
6597069769052|9170
6597069769052|9261
6597069769052|10239
6597069769052|10306
6597069769052|11375
6597069769052|11698
6597069769052|11940
6597069769052|13067
6597069769052|14956
1500|138
1500|141
1500|294
1500|565
1500|566
1500|569
1500|578
1500|590
1500|778
1500|795
1500|977
1500|1173
1500|1181
1500|1615
1500|1678
1500|1857
1500|1985
1500|1995
1500|2034
1500|2036
1500|2065
1500|2107
1500|2777
1500|2780
1500|2790
1500|2791
1500|2795
1500|2868
1500|2871
1500|2879
1500|2925
1500|2979
1500|2997
1500|3000
1500|3024
1500|3047
1500|3056
1500|3081
1500|3094
1500|5132
1500|5152
1500|5316
1500|5810
1500|5976
1500|6367
1500|6413
1500|6451
1500|6935
1500|7509
1500|7543
1500|7960
1500|8219
1500|9040
1500|9133
1500|9144
1500|9293
1500|10924
1500|10987
1500|11698
1500|13704
26388279067420|9
26388279067420|61
26388279067420|138
26388279067420|140
26388279067420|280
26388279067420|290
26388279067420|416
26388279067420|417
26388279067420|543
26388279067420|576
26388279067420|578
26388279067420|580
26388279067420|777
26388279067420|1024
26388279067420|1030
26388279067420|1032
26388279067420|1153
26388279067420|1174
26388279067420|1200
26388279067420|1410
26388279067420|1545
26388279067420|1681
26388279067420|1753
26388279067420|1763
26388279067420|1993
26388279067420|1998
26388279067420|2004
26388279067420|2066
26388279067420|2091
26388279067420|2104
26388279067420|2777
26388279067420|2778
26388279067420|2779
26388279067420|2780
26388279067420|2782
26388279067420|2785
26388279067420|2786
26388279067420|2789
26388279067420|2792
26388279067420|2799
26388279067420|2800
26388279067420|2804
26388279067420|2811
26388279067420|2836
26388279067420|2860
26388279067420|2863
26388279067420|2961
26388279067420|3002
26388279067420|3011
26388279067420|3076
26388279067420|3093
26388279067420|5033
26388279067420|5115
26388279067420|5119
26388279067420|5184
26388279067420|5191
26388279067420|6071
26388279067420|6409
26388279067420|6412
26388279067420|6418
26388279067420|6440
26388279067420|6818
26388279067420|6962
26388279067420|6971
26388279067420|7380
26388279067420|7509
26388279067420|7517
26388279067420|7526
26388279067420|7602
26388279067420|9040
26388279067420|9173
26388279067420|9195
26388279067420|9209
26388279067420|9326
26388279067420|9474
26388279067420|11557
26388279067420|14293
30786325578564|558
30786325578564|779
30786325578564|1614
30786325578564|1988
30786325578564|2020
30786325578564|2026
30786325578564|2802
30786325578564|2814
30786325578564|2854
30786325578564|2982
30786325578564|3004
30786325578564|3030
30786325578564|3075
30786325578564|6397
30786325578564|6415
30786325578564|6805
30786325578564|11291
30786325578564|13968
19791209300084|140
19791209300084|458
19791209300084|469
19791209300084|781
19791209300084|1021
19791209300084|1025
19791209300084|1174
19791209300084|1187
19791209300084|1197
19791209300084|1410
19791209300084|1470
19791209300084|1678
19791209300084|1680
19791209300084|1768
19791209300084|1953
19791209300084|1987
19791209300084|1990
19791209300084|1994
19791209300084|1995
19791209300084|2004
19791209300084|2047
19791209300084|2059
19791209300084|2067
19791209300084|2081
19791209300084|2110
19791209300084|2796
19791209300084|2798
19791209300084|2844
19791209300084|2850
19791209300084|2861
19791209300084|2912
19791209300084|2915
19791209300084|2961
19791209300084|2998
19791209300084|3029
19791209300084|3048
19791209300084|3049
19791209300084|3052
19791209300084|3082
19791209300084|5085
19791209300084|5106
19791209300084|5644
19791209300084|6439
19791209300084|6733
19791209300084|6753
19791209300084|6835
19791209300084|6976
19791209300084|6980
19791209300084|7509
19791209300084|7596
19791209300084|7948
19791209300084|8167
19791209300084|8651
19791209300084|9161
19791209300084|9317
19791209300084|10988
19791209300084|11399
19791209300084|11410
19791209300084|12711
19791209300084|14681
28587302324340|6
28587302324340|575
28587302324340|588
28587302324340|775
28587302324340|778
28587302324340|782
28587302324340|808
28587302324340|973
28587302324340|976
28587302324340|1170
28587302324340|1173
28587302324340|1178
28587302324340|1180
28587302324340|1185
28587302324340|1545
28587302324340|1909
28587302324340|1910
28587302324340|1940
28587302324340|2001
28587302324340|2017
28587302324340|2031
28587302324340|2068
28587302324340|2073
28587302324340|2078
28587302324340|2098
28587302324340|2786
28587302324340|2826
28587302324340|2863
28587302324340|2907
28587302324340|2955
28587302324340|3078
28587302324340|5158
28587302324340|6945
28587302324340|6964
28587302324340|7015
28587302324340|7020
28587302324340|9177
28587302324340|9317
28587302324340|11247
28587302324340|11254
28587302324340|11557
28587302324340|11622
28587302324340|11628
28587302324340|11742
4398046512676|1149
37383395344780|6
37383395344780|973
37383395344780|1179
37383395344780|1185
37383395344780|1195
37383395344780|1454
37383395344780|2017
37383395344780|2075
37383395344780|2795
37383395344780|3072
37383395344780|5174
37383395344780|5191
37383395344780|6365
37383395344780|6413
37383395344780|9474
30786325580452|1446
6597069770284|1033
6597069770284|1435
6597069770284|2877
6597069770284|3095
6597069770284|6369
6597069770284|7098
37383395347256|523
8796093024952|6
6597069770300|283
6597069770300|1197
6597069770300|1990
6597069770300|1991
6597069770300|2007
6597069770300|2033
6597069770300|2034
6597069770300|2112
6597069770300|2113
6597069770300|2778
6597069770300|2821
6597069770300|2834
6597069770300|2837
6597069770300|2846
6597069770300|2852
6597069770300|2893
6597069770300|2900
6597069770300|2917
6597069770300|2947
6597069770300|3046
6597069770300|3070
6597069770300|4877
6597069770300|5116
6597069770300|5197
6597069770300|5220
6597069770300|5493
6597069770300|5540
6597069770300|5733
6597069770300|5804
6597069770300|6399
6597069770300|6631
6597069770300|7080
6597069770300|7233
6597069770300|7248
6597069770300|7264
6597069770300|7393
6597069770300|7398
6597069770300|7522
6597069770300|7542
6597069770300|7598
6597069770300|7704
6597069770300|7753
6597069770300|7824
6597069770300|7899
6597069770300|8359
6597069770300|8465
6597069770300|9543
6597069770300|10244
6597069770300|11134
6597069770300|12541
6597069770300|13389
6597069770300|13957
6597069770300|14188
8796093025972|776
8796093025972|1024
8796093025972|1196
8796093025972|1683
8796093025972|1747
8796093025972|2819
8796093025972|2972
8796093025972|3047
8796093025972|5037
8796093025972|6383
8796093025972|6868
8796093025972|7005
8796093025972|7014
10995116281628|196
10995116281628|470
10995116281628|806
10995116281628|1004
10995116281628|1171
10995116281628|1178
10995116281628|1863
10995116281628|2034
10995116281628|2050
10995116281628|2063
10995116281628|2064
10995116281628|2098
10995116281628|2781
10995116281628|2788
10995116281628|2790
10995116281628|2910
10995116281628|2960
10995116281628|3022
10995116281628|3061
10995116281628|3076
10995116281628|3104
10995116281628|5546
10995116281628|5938
10995116281628|6366
10995116281628|6438
10995116281628|6933
10995116281628|6940
10995116281628|8386
10995116281628|9317
10995116281628|9474
10995116281628|11644
10995116281628|12316
10995116281628|13653
17592186047004|60
17592186047004|273
17592186047004|2022
17592186047004|2819
17592186047004|10082
30786325579292|206
30786325579292|449
30786325579292|458
30786325579292|543
30786325579292|561
30786325579292|597
30786325579292|783
30786325579292|977
30786325579292|1023
30786325579292|1024
30786325579292|1153
30786325579292|1171
30786325579292|1174
30786325579292|1177
30786325579292|1200
30786325579292|1678
30786325579292|1759
30786325579292|1985
30786325579292|1987
30786325579292|1989
30786325579292|2049
30786325579292|2062
30786325579292|2117
30786325579292|2777
30786325579292|2784
30786325579292|2785
30786325579292|2787
30786325579292|2805
30786325579292|2827
30786325579292|2887
30786325579292|2922
30786325579292|2982
30786325579292|2988
30786325579292|3007
30786325579292|3008
30786325579292|4941
30786325579292|5166
30786325579292|5178
30786325579292|5753
30786325579292|6404
30786325579292|6674
30786325579292|6945
30786325579292|6993
30786325579292|7005
30786325579292|7380
30786325579292|9097
30786325579292|9102
30786325579292|9144
30786325579292|9174
30786325579292|9188
30786325579292|9209
30786325579292|11822
24189255811956|61
24189255811956|138
24189255811956|458
24189255811956|576
24189255811956|580
24189255811956|780
24189255811956|976
24189255811956|1152
24189255811956|1153
24189255811956|1154
24189255811956|1410
24189255811956|1545
24189255811956|1670
24189255811956|1993
24189255811956|1994
24189255811956|2035
24189255811956|2042
24189255811956|2777
24189255811956|2778
24189255811956|2779
24189255811956|2780
24189255811956|2793
24189255811956|2807
24189255811956|2826
24189255811956|3035
24189255811956|3089
24189255811956|5062
24189255811956|5152
24189255811956|5862
24189255811956|6962
24189255811956|7517
24189255811956|7523
24189255811956|7543
24189255811956|7578
24189255811956|7625
24189255811956|9143
24189255811956|9195
24189255811956|12385
21990232557276|544
21990232557276|1410
21990232557276|1617
21990232557276|2781
21990232557276|2789
21990232557276|2828
21990232557276|9261
35184372091424|138
35184372091424|196
35184372091424|580
35184372091424|598
35184372091424|776
35184372091424|1183
35184372091424|1527
35184372091424|1984
35184372091424|2006
35184372091424|2068
35184372091424|2097
35184372091424|2780
35184372091424|2809
35184372091424|2811
35184372091424|2839
35184372091424|2841
35184372091424|3001
35184372091424|3016
35184372091424|3058
35184372091424|5153
35184372091424|6990
35184372091424|7380
35184372091424|9231
35184372091424|10090
35184372091424|11899
17592186047084|290
17592186047084|293
17592186047084|295
17592186047084|567
17592186047084|577
17592186047084|585
17592186047084|590
17592186047084|776
17592186047084|798
17592186047084|974
17592186047084|975
17592186047084|1411
17592186047084|1452
17592186047084|1532
17592186047084|1760
17592186047084|1764
17592186047084|1940
17592186047084|1991
17592186047084|2009
17592186047084|2026
17592186047084|2037
17592186047084|2050
17592186047084|2063
17592186047084|2072
17592186047084|2098
17592186047084|2782
17592186047084|2783
17592186047084|2785
17592186047084|2797
17592186047084|2814
17592186047084|2822
17592186047084|2824
17592186047084|2833
17592186047084|2876
17592186047084|2916
17592186047084|2921
17592186047084|3037
17592186047084|3080
17592186047084|4847
17592186047084|5054
17592186047084|5115
17592186047084|5872
17592186047084|6361
17592186047084|6368
17592186047084|6405
17592186047084|6413
17592186047084|7015
17592186047084|7522
17592186047084|7526
17592186047084|7547
17592186047084|7941
17592186047084|8326
17592186047084|11618
17592186047084|11695
17592186047084|12296
17592186047084|14286
10995116278276|427
10995116278276|575
10995116278276|596
10995116278276|597
10995116278276|779
10995116278276|1024
10995116278276|1178
10995116278276|1180
10995116278276|1758
10995116278276|1863
10995116278276|1909
10995116278276|1988
10995116278276|1999
10995116278276|2002
10995116278276|2009
10995116278276|2036
10995116278276|2049
10995116278276|2782
10995116278276|2783
10995116278276|2786
10995116278276|2794
10995116278276|2821
10995116278276|2842
10995116278276|2852
10995116278276|2854
10995116278276|2858
10995116278276|3028
10995116278276|3060
10995116278276|3090
10995116278276|5129
10995116278276|5161
10995116278276|5163
10995116278276|5792
10995116278276|6298
10995116278276|6934
10995116278276|7380
10995116278276|8173
10995116278276|8751
10995116278276|9019
10995116278276|10948
10995116278276|11408
13194139534340|1547
13194139534340|1754
13194139534340|2796
13194139534340|2863
13194139534340|6368
1816|4
6597069770244|597
6597069770244|779
6597069770244|804
6597069770244|1170
6597069770244|1672
6597069770244|1677
6597069770244|1732
6597069770244|1749
6597069770244|2010
6597069770244|2024
6597069770244|2098
6597069770244|2103
6597069770244|2111
6597069770244|2780
6597069770244|2783
6597069770244|2801
6597069770244|2817
6597069770244|2844
6597069770244|2853
6597069770244|2922
6597069770244|3022
6597069770244|5148
6597069770244|5176
6597069770244|5613
6597069770244|5793
6597069770244|6252
6597069770244|6951
6597069770244|7330
6597069770244|7604
6597069770244|14846
15393162791504|1721
15393162791504|2003
15393162791504|2786
15393162791504|2943
15393162791504|3011
2199023255824|2
2199023255824|780
2199023255824|1176
2199023255824|1194
2199023255824|1546
2199023255824|1988
2199023255824|2838
2199023255824|2896
2199023255824|2931
2199023255824|7572
2199023255824|9170
2199023255824|9195
2199023255824|9227
2199023255824|12873
6597069767320|152
6597069767320|284
6597069767320|416
6597069767320|543
6597069767320|573
6597069767320|578
6597069767320|799
6597069767320|1023
6597069767320|1024
6597069767320|1184
6597069767320|1546
6597069767320|1863
6597069767320|1984
6597069767320|1985
6597069767320|1989
6597069767320|2057
6597069767320|2065
6597069767320|2073
6597069767320|2077
6597069767320|2780
6597069767320|2782
6597069767320|2785
6597069767320|2787
6597069767320|2814
6597069767320|2833
6597069767320|2837
6597069767320|2839
6597069767320|2842
6597069767320|2845
6597069767320|2847
6597069767320|2849
6597069767320|2858
6597069767320|2878
6597069767320|2896
6597069767320|2916
6597069767320|2943
6597069767320|2959
6597069767320|3052
6597069767320|3062
6597069767320|3066
6597069767320|5063
6597069767320|5449
6597069767320|5848
6597069767320|6667
6597069767320|6990
6597069767320|7300
6597069767320|7330
6597069767320|7380
6597069767320|7446
6597069767320|7522
6597069767320|7570
6597069767320|8614
6597069767320|9146
6597069767320|9170
6597069767320|9261
6597069767320|9676
6597069767320|9760
6597069767320|11136
6597069767320|11742
6597069767320|14974
24189255813296|776
24189255813296|1175
24189255813296|1745
24189255813296|1984
24189255813296|2057
24189255813296|2842
24189255813296|2952
24189255813296|2985
24189255813296|5147
24189255813296|6704
24189255813296|7570
24189255813296|8302
24189255813296|9058
24189255813296|13921
26388279068336|6
30786325580392|2044
30786325580392|4843
26388279068732|140
26388279068732|1611
26388279068732|9076
26388279068732|12626
30786325578416|779
30786325578416|1952
30786325578416|2003
6597069766712|1929
6597069766712|11695
4398046511672|449
4398046511672|1164
4398046511672|1193
4398046511672|1198
4398046511672|1678
4398046511672|1984
4398046511672|1992
4398046511672|2928
4398046511672|7015
4398046511672|7514
4398046511672|9098
4398046511672|9261
4398046511672|10449
28587302325292|3
28587302325292|139
28587302325292|565
28587302325292|595
28587302325292|597
28587302325292|2092
28587302325292|2779
28587302325292|2840
28587302325292|3011
28587302325292|5063
28587302325292|6451
28587302325292|7330
28587302325292|9255
28587302325292|11325
28587302325292|13824
2199023256632|149
2199023256632|565
2199023256632|566
2199023256632|569
2199023256632|575
2199023256632|596
2199023256632|774
2199023256632|780
2199023256632|807
2199023256632|976
2199023256632|1175
2199023256632|1176
2199023256632|1178
2199023256632|1186
2199023256632|1615
2199023256632|1617
2199023256632|1676
2199023256632|1863
2199023256632|1909
