:START_ID(Post)|:END_ID(Tag)
343597386249|7692
343597386249|8266
343597386257|571
343597386257|1093
343597386257|2020
343597386257|2056
343597386257|7396
343597386257|7899
343597386257|13181
481036339737|1444
481036339737|5188
481036339737|9214
481036339737|9250
481036339737|12292
343597386273|1093
343597386273|1189
343597386273|2779
343597386281|458
343597386281|1093
343597386281|1908
343597386281|11621
343597386281|12316
343597386289|1093
343597386289|2944
343597386289|12724
481036339769|145
481036339769|576
481036339769|1444
481036339769|2038
481036339769|2800
481036339769|6433
481036339769|7604
481036339769|9268
481036339769|11685
481036339776|1444
481036339776|9313
481036339776|11743
481036339776|11999
481036339776|12054
481036339776|12448
343597386312|1093
343597386312|5250
343597386312|7339
343597386312|9237
481036339792|1444
481036339792|4848
481036339792|6989
481036339792|9193
481036339792|14932
481036339800|293
481036339800|1444
481036339800|2893
481036339800|12482
343597386336|1093
343597386336|1670
343597386336|3000
343597386344|1093
343597386344|5438
343597386344|6930
343597386352|286
343597386352|1093
343597386352|2937
343597386352|6138
343597386352|7919
343597386352|11717
481036339832|1444
481036339832|9078
343597386368|1093
343597386368|1186
343597386368|3101
343597386368|5312
343597386368|9033
343597386368|9235
343597386376|1093
343597386376|2951
343597386376|6385
343597386376|7019
343597386376|8199
343597386376|9304
343597386384|1093
343597386384|2020
343597386384|6950
343597386384|9198
343597386384|9326
481036339864|1444
481036339872|1444
481036339872|1614
481036339872|6989
481036339872|7570
481036339872|9185
481036339872|11592
343597386408|1093
343597386408|2943
343597386408|5687
343597386408|6041
343597386408|6365
343597386408|6416
481036339888|147
481036339888|1444
481036339888|1995
481036339888|2799
481036339888|2808
481036339888|2895
481036339888|11713
343597386424|1093
343597386424|1403
343597386424|5282
343597386424|6697
343597386424|13808
343597386432|577
343597386432|1093
343597386432|2104
343597386432|3075
343597386432|6389
343597386432|6838
343597386432|7418
481036339912|1444
481036339912|1506
481036339912|1768
481036339912|1909
481036339912|6426
481036339912|7510
481036339912|11751
481036339912|11983
343597386448|1093
343597386448|1191
343597386448|5076
343597386456|574
343597386456|1093
343597386456|2981
343597386456|3027
343597386456|7018
343597386456|8336
343597386456|8955
343597386456|9466
343597386464|1093
343597386464|2882
343597386464|3028
343597386464|9225
343597386464|10216
343597386464|13568
343597386472|1093
343597386472|2052
343597386472|5100
343597386472|8162
481036339952|794
481036339952|1444
481036339952|5141
481036339952|9280
481036339952|11377
481036339960|1444
481036339960|1766
481036339960|5190
481036339960|7545
481036339960|7582
481036339960|9103
343597386496|1093
343597386496|1548
343597386496|1769
343597386496|5378
343597386496|6977
481036339976|1444
481036339976|2100
481036339976|5068
343597386512|1093
343597386512|13856
1099511630616|776
893353200429|776
687194770242|776
687194770242|5063
549755817094|541
549755817101|541
1099511630996|541
687194770587|540
687194770587|6408
687194770587|7603
687194770587|8828
687194770587|9050
687194770587|11139
687194770587|11384
687194770600|540
687194770600|570
687194770600|1533
687194770600|2985
687194770600|11687
687194770613|540
687194770613|2928
687194770613|5090
687194770613|9220
687194770613|9301
687194770626|449
687194770626|540
687194770626|2959
687194770626|9179
687194770626|11609
687194770639|540
687194770639|2026
687194770639|5164
687194770639|7568
687194770639|9332
687194770639|10194
687194770639|15191
687194770652|540
687194770652|3114
549755817193|1005
549755817193|3072
549755817193|3086
687194770673|1375
687194770673|1410
687194770673|2060
687194770673|6426
687194770673|8867
687194770691|1410
687194770691|2113
687194770691|9180
687194770691|9181
687194770691|9356
687194770709|1410
687194770709|5820
687194770709|11286
687194770727|1410
687194770727|2806
687194770727|3090
687194770727|5762
687194770727|12203
687194770745|1202
687194770745|1410
687194770745|1546
687194770745|1680
687194770745|6186
687194770745|6963
687194770745|10409
687194770745|12303
962072677707|196
962072677707|1616
962072677707|6409
755914247500|196
755914247500|11875
481036340557|196
481036340557|2059
481036340557|3015
1099511631182|196
962072677711|196
962072677711|2936
687194770768|1944
687194770768|3024
687194770768|6982
687194770768|7576
687194770768|9610
687194770768|12262
687194770768|14475
687194770780|1944
687194770780|5586
687194770780|6957
687194770780|9001
687194770780|10298
687194770791|1944
687194770791|7565
687194770791|11280
687194770803|1944
687194770803|5418
687194770803|9072
687194770803|12585
687194770814|1944
687194770814|2060
687194770814|6722
687194770814|8041
687194770814|9834
687194770826|1944
687194770838|1944
687194770838|5546
687194770838|5689
687194770838|5848
687194770838|7533
687194770838|9286
687194770838|11697
687194770850|1944
687194770850|2071
687194770850|11249
687194770862|1944
687194770862|7580
687194770862|10113
687194770862|10986
687194770874|1944
687194770874|2088
687194770874|3028
687194770874|7649
687194770874|8876
687194770874|11248
755914247622|1959
755914247628|1959
1030792154578|1959
687194770904|1959
893353201113|1959
755914247647|283
755914247647|2778
962072677860|283
962072677860|2783
962072677860|2872
962072677860|3041
962072677865|283
618475294190|283
618475294190|2783
962072677875|283
549755817464|283
824633724413|283
824633724413|2939
893353201154|283
755914247687|283
755914247687|2077
755914247687|2803
549755817484|283
549755817489|283
1030792154646|283
755914247707|283
1099511631392|283
1099511631392|1153
1099511631392|2803
618475294245|283
618475294245|1032
618475294245|2778
687194770986|283
687194770986|2939
687194770986|5085
755914247727|1444
755914247727|2003
755914247727|2054
755914247727|2117
755914247727|2954
755914247727|9077
755914247727|11718
755914247727|11741
755914247742|1444
755914247742|11560
755914247742|11639
755914247757|543
755914247757|576
755914247757|790
755914247757|1444
755914247757|1766
755914247757|1997
755914247757|2814
755914247757|2884
755914247757|7555
755914247772|1444
755914247772|3011
755914247772|9071
755914247772|9143
755914247772|9223
755914247772|11712
755914247787|1444
755914247787|2011
755914247787|2924
755914247787|11531
755914247787|12285
755914247802|148
755914247802|1444
755914247802|2894
755914247817|1444
755914247817|9159
755914247817|11676
755914247832|1444
755914247832|2108
755914247832|5515
755914247832|13832
755914247847|1444
755914247847|2021
755914247847|2088
755914247847|2841
755914247847|5145
755914247862|1444
755914247862|3090
755914247862|9860
755914247862|11695
755914247862|12219
755914247877|794
755914247877|1444
755914247877|2783
755914247877|11718
755914247877|12281
755914247877|14942
755914247892|1444
755914247892|1768
755914247892|2886
755914247892|9028
755914247892|11357
755914247907|1444
755914247907|2003
755914247907|3035
755914247907|6412
755914247907|12452
755914247922|587
755914247922|1444
755914247922|2093
755914247922|2851
755914247922|2931
755914247922|2959
755914247922|5762
755914247922|7574
755914247922|8914
755914247922|9320
755914247937|1023
755914247937|1444
755914247937|9184
755914247937|9215
755914247937|9243
755914247952|1444
755914247952|5119
755914247952|9244
755914247967|781
755914247967|1444
755914247967|1760
755914247967|12011
755914247982|1444
755914247982|2057
755914247982|3030
755914247982|5127
755914247982|6743
755914247982|12021
755914247982|12468
755914247997|778
755914247997|807
755914247997|1444
755914247997|2857
755914247997|9327
755914247997|12022
755914247997|12192
755914248012|576
755914248012|790
755914248012|1444
755914248012|2801
755914248012|9290
755914248012|11642
755914248027|1444
755914248027|6038
755914248027|6429
755914248027|9460
755914248042|1444
755914248042|1671
755914248042|6933
755914248042|7354
755914248042|11280
755914248057|1444
755914248057|2051
755914248057|5091
755914248057|5122
755914248057|5456
755914248072|1444
755914248072|2847
755914248072|11538
755914248072|12008
755914248072|12026
755914248087|1444
755914248087|5100
755914248087|12285
893353201574|268
1099511631791|268
618475294648|268
687194771393|268
1168231108554|268
687194771411|1184
687194771411|1617
687194771411|1963
687194771411|2815
687194771411|6992
687194771411|13504
687194771427|1963
687194771427|2812
687194771427|2918
687194771427|3045
687194771427|6808
687194771427|7584
687194771427|8941
687194771427|10551
687194771427|11515
687194771443|1963
687194771443|2059
687194771443|2930
687194771443|9148
687194771443|12793
687194771459|1963
687194771459|2833
687194771475|1963
687194771475|2097
687194771475|5879
687194771475|6999
687194771475|7410
687194771491|1174
755914248236|1174
687194771509|540
687194771509|799
687194771509|2053
687194771509|2803
687194771509|3035
687194771509|5115
687194771509|5841
687194771509|6367
687194771509|11757
687194771518|540
687194771518|1184
687194771518|1204
687194771518|6297
687194771518|6407
687194771518|6419
687194771518|6986
687194771518|8914
687194771518|9060
687194771518|9154
824633725141|600
1168231108822|600
687194771671|600
687194771672|600
687194771673|600
824633725146|600
962072678619|600
962072678619|2904
962072678619|6439
893353201884|600
962072678621|600
962072678621|9563
962072678622|600
962072678622|2904
962072678623|600
618475294944|600
618475294944|6439
1168231108833|600
1168231108833|9163
962072678626|600
893353201891|600
893353201891|2904
962072678628|600
1168231108837|600
893353201894|600
1168231108839|600
893353201896|600
893353201896|1762
687194771689|600
687194771689|2904
549755818218|600
962072678635|1448
962072678635|2102
962072678635|5169
962072678635|9052
962072678635|9248
962072678635|10360
962072678635|11852
962072678645|1448
962072678645|1545
962072678645|3055
962072678645|5090
962072678645|9043
962072678645|11261
962072678645|11594
962072678645|11741
962072678645|13999
962072678659|1448
962072678659|5066
962072678659|6726
962072678659|8873
962072678673|1448
962072678673|5144
962072678687|1448
962072678687|1533
962072678687|7347
962072678701|783
962072678701|1448
962072678701|2861
962072678701|7579
962072678715|1448
962072678715|1617
962072678715|7020
962072678715|7960
962072678715|11250
962072678715|13655
962072678729|1448
962072678729|5169
962072678729|12819
962072678729|14974
962072678743|1448
962072678743|5108
962072678743|10936
962072678743|12188
962072678757|561
962072678757|1448
962072678757|6251
962072678757|9162
962072678757|9426
962072678757|11339
962072678757|11733
962072678757|12807
962072678771|1448
962072678771|3034
962072678771|7594
962072678771|11717
962072678785|1448
962072678785|5148
962072678785|8419
962072678785|9149
962072678785|15231
962072678799|144
962072678799|1448
962072678799|2784
962072678799|2847
962072678799|5127
962072678799|9342
962072678813|1448
962072678813|9064
962072678813|9103
962072678827|1448
962072678827|5099
962072678827|7119
962072678827|7514
962072678827|9099
962072678827|9323
962072678827|13945
962072678841|1188
962072678841|1448
962072678841|6196
962072678841|6767
962072678841|9346
962072678841|15830
962072678855|1448
962072678855|2835
962072678855|2922
962072678855|3101
962072678855|5152
962072678855|7440
962072678855|7516
962072678855|8858
962072678855|14210
962072678869|1448
962072678869|6035
962072678869|9307
962072678869|9348
962072678869|11785
962072678883|793
962072678883|1448
962072678883|7466
962072678883|11482
962072678883|12530
962072678883|13927
1030792155633|1
1030792155650|1
1168231109139|1
687194772004|1
893353202229|1
962072678982|1
1168231109207|270
1168231109207|5438
1168231109207|6667
1168231109207|10106
1168231109207|10697
1168231109207|12431
1168231109216|270
1168231109216|5061
1168231109216|6382
1168231109216|7265
1168231109216|8099
1168231109225|270
1168231109225|592
1168231109225|6411
1168231109225|7103
1168231109225|7181
1168231109225|9061
1168231109234|270
1168231109234|2857
1168231109234|6905
1168231109234|9307
1168231109243|270
1168231109243|2808
1168231109243|9230
1168231109243|11539
1168231109243|12078
1168231109243|14950
755914248997|1417
893353202483|244
893353202483|9059
893353202483|9338
1168231109437|1945
893353202496|1420
893353202496|5183
893353202496|6007
893353202496|6153
893353202496|10824
893353202496|11752
893353202496|13336
893353202499|417
893353202499|1420
893353202499|1991
893353202499|2116
893353202499|5000
893353202499|6003
893353202499|6384
893353202499|8507
893353202499|9035
893353202499|12523
893353202499|14674
893353202501|1420
893353202501|1670
893353202501|2882
893353202501|6359
893353202501|6974
893353202501|9057
893353202501|14583
893353202504|1420
893353202504|2123
893353202504|6426
893353202507|1420
893353202507|2922
893353202507|5205
893353202507|13115
1099511632943|138
962072679478|1526
962072679478|2009
962072679478|2114
962072679478|2971
962072679478|12413
962072679492|1526
962072679492|5130
962072679492|6740
962072679492|11553
962072679506|281
962072679506|782
962072679506|1375
962072679506|1526
962072679506|3022
962072679506|3046
962072679506|3094
962072679506|5090
962072679506|7602
1168231109728|2783
1168231109747|2783
1168231109762|2783
1168231109772|2783
1168231109773|2783
1168231109787|2783
1099511633055|2783
1168231109806|2783
1168231109809|2783
1168231109824|2783
1168231109834|2783
1168231109847|2783
1168231109864|2783
1168231109874|2783
1168231109889|2783
1168231109891|2783
1168231109901|2783
1168231109903|2783
1168231109921|2783
1168231109931|2783
1168231109951|1667
1168231109961|1667
1168231109972|1667
1099511633242|1667
1168231109994|1667
1030792156528|1667
1099511633280|1667
1099511633289|1667
1168231110042|1667
1168231110061|1667
1168231110081|6478
1168231110099|6478
1168231110101|6478
1168231110111|6478
1168231110117|6478
962072680015|1733
824633726547|1733
824633726551|1733
824633726555|1733
1099511633503|1733
893353203299|1733
824633726567|1733
1030792156779|1733
893353203311|1733
1168231110259|1733
1030792156791|1733
1099511633531|1733
962072680063|1733
1030792156803|1733
962072680071|1733
1099511633547|1733
893353203343|1733
824633726611|1733
1030792156823|141
962072680099|141
962072680099|1025
893353203375|141
893353203375|1990
893353203375|2914
893353203375|7603
893353203375|9144
1168231110423|0
1030792156967|0
1030792156967|2810
1168231110501|528
1168231110501|780
1168231110501|2780
1099511633818|205
1099511633828|205
1168231110574|270
1168231110574|2047
1168231110574|5636
1168231110574|6942
1168231110574|11576
1168231110628|1410
6126|1740
6126|15022
687194773496|1740
687194773496|2786
343597389826|1740
68719482892|1740
68719482892|7587
755914250262|1740
893353203744|1740
206158436394|1740
274877913140|1740
1099511633982|1740
1099511633982|7587
687194773576|1740
68719482962|1740
274877913180|1740
618475296870|1740
274877913200|1740
481036343418|1740
481036343418|2055
481036343418|4849
343597389956|1740
6286|1740
549755820184|1740
1099511634082|1740
1099511634092|1740
824633727158|1740
893353203904|1740
481036343498|1740
481036343498|2055
824633727188|1740
481036343518|1740
481036343518|2055
549755820264|1740
549755820264|2055
481036343538|1740
962072680700|1740
274877913350|1740
274877913350|2786
274877913350|4849
137438959888|1740
824633727258|1740
1099511634212|1740
1099511634212|2055
274877913390|1740
274877913390|1863
137438959928|1740
1168231110978|1740
687194773836|193
687194773836|1761
687194773836|4963
687194773836|5466
687194773836|7858
68719483225|1595
68719483225|6308
68719483238|1595
68719483238|2089
68719483238|9176
68719483238|10922
68719483238|14091
687194773875|193
687194773875|2792
687194773875|9183
687194773875|12423
68719483264|458
68719483264|1689
68719483264|9174
68719483264|12784
68719483277|1595
68719483290|297
68719483290|1689
68719483290|2964
68719483290|9893
68719483290|12502
68719483290|12545
68719483303|1173
68719483303|1689
68719483303|2065
68719483303|2879
68719483303|6960
68719483303|9117
137438960052|1409
137438960052|2800
137438960052|10928
137438960052|11988
687194773953|193
687194773953|1998
687194773953|3034
687194773953|3102
687194773953|5162
755914250702|262
755914250702|2035
755914250702|5060
687194773979|590
687194773979|787
687194773979|1979
687194773979|6166
687194773979|9771
687194773979|15012
687194773992|1979
687194773992|2114
687194773992|5154
687194773992|5862
687194773992|9230
687194773992|9307
68719483381|1183
68719483381|1689
68719483381|2934
68719483381|6758
68719483381|9280
137438960130|458
137438960130|1409
137438960130|9760
137438960130|11622
137438960130|13696
137438960143|1409
137438960143|2868
137438960143|2936
137438960143|8828
137438960143|9802
68719483420|1689
68719483420|5056
68719483420|5691
68719483420|6875
68719483420|8740
68719483420|11721
68719483420|12061
618475297321|2783
618475297340|2783
68719483471|2783
6754|2783
824633727605|2783
274877913736|2783
687194774171|2783
206158437038|2783
1099511634625|2783
549755820756|2783
1168231111399|2783
687194774266|2783
274877913869|2783
481036344096|2783
137438960435|1170
137438960435|1525
137438960435|2073
137438960435|2958
137438960435|5098
137438960435|5216
137438960436|566
137438960436|1505
137438960436|1525
137438960436|5468
137438960436|7560
137438960436|8069
137438960437|1525
137438960437|3110
137438960437|7023
137438960438|1525
137438960438|2893
137438960438|5127
137438960438|7518
137438960438|9353
137438960438|9516
137438960438|14077
137438960439|1525
137438960439|2952
137438960439|3042
137438960439|9121
137438960439|9131
137438960439|9157
137438960439|9730
137438960439|13589
687194774328|4
618475297600|4
824633727816|4
549755820880|4
824633727832|4
824633727840|4
7016|4
824633727856|4
824633727864|4
824633727872|4
137438960520|4
755914251152|4
824633727896|4
1099511634848|4
412316867496|4
687194774448|4
1030792158136|4
206158437312|4
68719483848|4
68719483856|4
68719483864|4
1099511634912|4
893353204712|4
618475297776|4
481036344312|4
412316867584|4
68719483912|4
1168231111696|4
755914251288|4
755914251296|4
755914251304|4
1168231111728|4
618475297848|4
137438960704|4
343597390920|4
68719483984|4
893353204823|4
137438960735|4
1099511635047|4
755914251375|4
343597390967|4
755914251391|4
1168231111815|4
893353204879|4
7319|4
1099511635103|4
412316867751|4
274877914287|4
343597391031|4
206158437567|4
274877914311|4
1168231111887|4
824633728215|4
1030792158431|4
1030792158439|4
893353204975|4
1030792158455|4
687194774783|4
824633728263|4
824633728271|4
206158437655|4
755914251551|4
1168231111975|4
412316867887|4
962072681783|4
962072681791|4
343597391175|4
755914251599|4
481036344663|4
755914251615|4
1168231112039|4
618475298159|4
68719484279|4
481036344703|4
1030792158599|4
481036344719|4
687194774935|4
1030792158623|4
549755821479|4
755914251695|4
1030792158647|4
481036344767|4
687194774983|4
343597391311|4
893353205207|4
687194775007|4
1030792158695|4
1030792158703|4
618475298295|4
274877914623|4
1099511635463|4
1030792158735|4
137438961175|4
893353205279|4
824633728551|4
755914251823|4
206158437943|4
755914251839|4
687194775111|4
549755821647|4
412316868183|4
1030792158815|4
755914251879|4
206158437999|4
962072682103|4
687194775167|4
481036344967|4
412316868239|4
343597391511|4
824633728671|4
137438961319|4
274877914799|4
343597391543|4
274877914815|4
893353205447|4
687194775247|4
824633728727|4
206158438111|4
481036345063|4
549755821807|4
824633728759|4
68719484671|4
618475298567|4
481036345103|4
893353205527|4
137438961439|4
1168231112487|4
687194775343|4
206158438199|4
1099511635775|4
412316868423|4
481036345167|4
137438961495|4
962072682335|4
618475298663|4
893353205615|4
549755821943|4
206158438271|4
962072682375|4
893353205647|4
343597391767|4
1099511635871|4
274877915047|4
893353205679|4
1168231112631|4
618475298751|4
1099511635911|4
1168231112655|4
206158438359|4
1099511635935|4
893353205735|4
755914252271|4
206158438391|4
412316868607|4
343597391879|4
137438961679|4
755914252311|4
206158438431|4
755914252327|4
893353205807|4
343597391927|4
1099511636031|4
1168231112775|4
618475298895|4
68719485015|4
343597391967|4
1099511636071|4
618475298927|4
1030792159351|4
1099511636095|4
824633729159|4
481036345487|4
1030792159383|4
618475298975|4
274877915303|4
343597392047|4
962072682679|4
137438961855|4
8391|4
962072682703|4
1168231112919|4
137438961887|4
206158438631|4
68719485167|4
343597392119|4
343597392127|4
137438961927|4
755914252559|4
962072682775|4
274877915423|4
962072682791|4
137438961967|4
824633729335|4
549755822399|4
1030792159559|4
962072682831|4
549755822423|4
137438962015|4
412316868967|4
1099511636335|4
137438962039|4
549755822463|4
206158438791|4
137438962063|4
755914252694|4
343597392286|4
962072682918|4
68719485358|4
1030792159670|4
137438962110|4
1030792159686|4
824633729486|4
1030792159702|4
1030792159710|4
755914252774|4
68719485422|4
549755822582|4
962072683006|4
1030792159750|4
8718|4
1099511636495|4
1168231113239|4
618475299359|4
618475299367|4
962072683055|4
549755822647|4
274877915711|4
481036345927|4
1168231113295|4
1030792159831|4
137438962271|4
618475299431|4
962072683119|4
755914252919|4
1168231113343|4
343597392519|4
412316869263|4
755914252951|4
1168231113375|4
1099511636647|4
481036346031|4
8887|4
68719485631|4
412316869319|4
343597392591|4
481036346071|4
755914253023|4
1099511636711|4
481036346095|4
68719485687|4
687194776319|4
824633729799|4
412316869391|4
824633729815|4
687194776351|4
343597392679|4
412316869423|4
755914253111|4
206158439231|4
618475299655|4
412316869455|4
481036346199|4
343597392735|4
343597392743|1028
343597392743|1674
343597392743|1933
343597392743|12331
206158439288|561
206158439288|2093
206158439288|2993
206158439288|5096
206158439288|11889
206158439288|11992
343597392777|1933
343597392777|2911
343597392777|3103
343597392777|9181
206158439322|561
206158439322|2102
206158439322|5068
343597392811|1933
343597392811|12065
343597392811|12925
824633729980|1149
824633729980|2030
824633729980|7034
824633729980|9074
206158439373|561
206158439373|2061
206158439373|11252
206158439373|11988
206158439373|13813
206158439390|524
206158439390|561
206158439390|2910
206158439390|3077
206158439390|6364
206158439390|7543
206158439390|9489
206158439390|11630
206158439390|12018
824633730031|1149
824633730031|2845
824633730031|5714
824633730031|7380
824633730031|9114
824633730031|9313
824633730048|1149
824633730048|7520
824633730048|9346
